role,location,education,experience,skills_count,projects,salary_lpa
Data Analyst,Delhi,2,4.5,24,4,21.37
Software Engineer,Ahmedabad,2,3.0,14,7,16.48
AI Engineer,Hyderabad,2,6.8,11,10,33.25
Data Analyst,Pune,2,0.5,8,4,10.41
Cybersecurity Analyst,Bangalore,2,2.7,19,4,20.21
Data Analyst,US Remote,2,0.2,23,4,25.48
Backend Developer,Pune,2,1.3,16,2,14.84
Data Analyst,Bangalore,2,0.7,13,5,14.3
DevOps Engineer,Kolkata,2,0.4,17,1,12.13
Software Engineer,Mumbai,2,0.7,12,2,9.44
Software Engineer,Ahmedabad,2,8.1,14,10,27.76
DevOps Engineer,US Remote,3,1.2,23,7,42.2
Frontend Developer,Chennai,2,0.8,22,3,14.89
AI Engineer,Remote,3,1.5,7,3,21.31
AI Engineer,Bangalore,2,0.2,18,3,16.21
DevOps Engineer,Pune,4,4.2,15,5,21.84
Full Stack Developer,Remote,1,0.8,12,1,12.34
Backend Developer,Remote,2,1.6,10,4,13.89
Backend Developer,Mumbai,3,3.7,15,6,19.99
Backend Developer,Chennai,2,3.0,14,3,15.4
Data Analyst,Delhi,2,3.8,18,4,16.47
Full Stack Developer,Mumbai,3,0.6,16,2,14.4
Full Stack Developer,Hyderabad,3,0.9,8,3,16.55
AI Engineer,Delhi,2,3.7,10,3,19.67
ML Engineer,US Remote,2,0.3,7,1,31.42
DevOps Engineer,Mumbai,2,2.3,20,3,19.07
Data Analyst,US Remote,3,0.4,6,1,22.88
DevOps Engineer,Chennai,2,0.0,12,4,14.57
Cloud Engineer,Mumbai,2,0.6,21,4,15.07
AI Engineer,Pune,2,0.9,12,6,17.63
Cloud Engineer,Bangalore,2,3.2,10,6,21.09
Software Engineer,Delhi,2,0.0,13,1,11.07
Frontend Developer,US Remote,2,2.6,13,2,23.69
Cybersecurity Analyst,Mumbai,0,0.4,18,2,14.22
DevOps Engineer,Hyderabad,2,2.5,5,2,14.4
ML Engineer,Hyderabad,1,2.1,6,5,16.47
Cloud Engineer,Pune,2,6.6,17,2,20.22
AI Engineer,Mumbai,1,3.5,16,3,18.61
Backend Developer,US Remote,2,1.1,6,6,26.61
Cybersecurity Analyst,Chennai,2,4.1,14,4,17.86
Frontend Developer,Remote,2,3.7,24,1,17.24
AI Engineer,Delhi,2,3.3,8,2,22.34
Frontend Developer,Delhi,3,0.4,21,6,14.3
Software Engineer,Bangalore,3,6.8,20,4,25.36
Frontend Developer,Delhi,4,2.1,18,3,15.47
Backend Developer,Bangalore,2,3.4,21,4,17.72
Frontend Developer,Pune,2,0.4,21,3,13.68
Data Analyst,Delhi,2,1.5,19,4,12.68
AI Engineer,Ahmedabad,3,1.5,14,0,16.9
Cloud Engineer,Chennai,4,8.4,6,6,28.61
Frontend Developer,Ahmedabad,2,1.8,13,3,11.92
AI Engineer,US Remote,3,2.5,17,7,38.82
ML Engineer,Pune,2,3.7,14,2,20.95
AI Engineer,Bangalore,2,1.2,17,2,20.69
Data Analyst,Hyderabad,2,0.8,17,2,12.19
Backend Developer,Bangalore,1,0.4,22,5,12.95
Cybersecurity Analyst,Mumbai,3,3.7,9,3,22.13
Frontend Developer,Hyderabad,2,3.9,17,7,20.62
Frontend Developer,Delhi,2,0.9,16,3,12.33
Cloud Engineer,Mumbai,2,4.9,15,6,23.21
Frontend Developer,US Remote,2,3.5,15,8,31.06
Cybersecurity Analyst,Pune,1,0.2,5,4,9.74
Cloud Engineer,Delhi,3,5.5,24,8,25.63
DevOps Engineer,Kolkata,4,1.4,20,3,15.92
Cloud Engineer,Kolkata,2,3.0,5,2,14.98
Backend Developer,Delhi,3,0.4,18,4,12.97
Software Engineer,Mumbai,2,2.8,17,4,20.02
Software Engineer,Remote,4,1.6,9,6,13.99
Backend Developer,Pune,2,0.6,9,0,10.2
Frontend Developer,Chennai,1,5.0,15,3,19.53
DevOps Engineer,Bangalore,4,1.0,11,6,14.14
AI Engineer,Kolkata,2,6.6,9,1,25.72
Data Analyst,Hyderabad,2,0.2,10,5,9.97
ML Engineer,Delhi,0,0.9,8,5,12.11
DevOps Engineer,Chennai,2,4.8,17,4,18.97
Full Stack Developer,Mumbai,2,5.0,6,1,21.22
Backend Developer,Bangalore,3,0.9,23,1,16.83
Backend Developer,US Remote,2,1.2,23,2,28.87
Frontend Developer,Chennai,2,1.6,14,4,10.77
DevOps Engineer,Chennai,2,2.2,14,4,19.56
AI Engineer,Hyderabad,3,6.3,20,7,25.75
AI Engineer,Mumbai,2,5.8,13,4,27.3
AI Engineer,Mumbai,2,2.0,7,3,18.63
Cybersecurity Analyst,Mumbai,2,4.8,21,5,26.52
DevOps Engineer,Mumbai,2,12.9,9,6,37.82
AI Engineer,Ahmedabad,2,0.3,18,1,15.21
Software Engineer,Chennai,2,4.5,13,7,18.59
Software Engineer,Hyderabad,2,3.9,10,2,16.49
AI Engineer,Delhi,4,5.3,13,6,31.45
Software Engineer,Mumbai,2,0.1,5,2,8.72
DevOps Engineer,Ahmedabad,1,4.4,12,3,17.58
DevOps Engineer,Bangalore,1,2.6,15,7,18.38
Frontend Developer,Delhi,2,0.8,8,2,9.28
Data Analyst,US Remote,1,2.2,9,2,21.94
AI Engineer,Remote,2,1.7,16,9,19.33
Data Analyst,Hyderabad,2,1.7,10,4,11.78
Data Analyst,Hyderabad,1,0.1,19,2,8.26
Cybersecurity Analyst,Bangalore,2,3.6,5,3,22.09
Full Stack Developer,US Remote,2,3.5,10,4,36.38
ML Engineer,Chennai,3,5.0,22,4,26.95
Software Engineer,Pune,3,4.3,20,2,22.3
Data Analyst,Ahmedabad,0,2.3,17,0,13.01
Full Stack Developer,Mumbai,2,1.5,8,3,13.69
Frontend Developer,Pune,3,4.7,14,2,18.99
DevOps Engineer,Mumbai,1,3.3,11,4,18.19
ML Engineer,US Remote,3,0.2,10,4,29.84
ML Engineer,Ahmedabad,4,3.2,12,3,21.01
Backend Developer,Remote,2,6.7,7,7,20.88
Backend Developer,Mumbai,3,6.8,5,7,26.92
Cloud Engineer,Ahmedabad,2,0.1,20,7,13.22
AI Engineer,US Remote,3,4.2,8,2,46.15
ML Engineer,Hyderabad,2,0.7,23,7,16.88
Frontend Developer,Kolkata,2,1.6,12,3,14.24
Data Analyst,Bangalore,2,1.0,19,3,15.81
AI Engineer,Pune,2,0.1,15,2,13.66
Full Stack Developer,Bangalore,3,4.6,22,2,19.33
Full Stack Developer,US Remote,2,9.5,8,6,44.54
Full Stack Developer,Kolkata,2,1.6,7,5,11.77
ML Engineer,Mumbai,4,0.7,13,3,14.16
Cloud Engineer,Chennai,3,1.0,17,3,17.17
Frontend Developer,Remote,2,8.2,10,4,26.2
Backend Developer,Mumbai,2,0.2,15,4,14.39
ML Engineer,Pune,3,5.3,11,2,23.25
Software Engineer,Kolkata,2,1.1,8,2,10.23
Backend Developer,US Remote,2,0.1,11,2,20.87
Full Stack Developer,Kolkata,1,2.0,16,5,14.21
Backend Developer,Hyderabad,2,0.9,16,9,15.61
AI Engineer,Hyderabad,0,4.8,19,4,24.7
Full Stack Developer,Mumbai,3,1.2,5,2,12.44
ML Engineer,Remote,3,0.2,15,2,12.37
Cloud Engineer,Bangalore,2,2.1,9,5,15.99
Frontend Developer,Delhi,4,1.7,10,4,17.05
Cloud Engineer,Hyderabad,2,0.2,13,1,13.0
Cybersecurity Analyst,Mumbai,4,0.5,6,4,15.56
Full Stack Developer,US Remote,2,0.1,13,5,29.61
DevOps Engineer,Mumbai,2,1.1,24,1,14.29
AI Engineer,Hyderabad,2,4.8,10,5,23.8
Data Analyst,Chennai,3,3.3,10,4,13.69
Frontend Developer,Chennai,2,2.3,22,6,16.43
Cybersecurity Analyst,Bangalore,2,1.5,13,2,14.13
Backend Developer,Chennai,2,0.5,21,4,11.43
Data Analyst,Bangalore,2,1.3,20,1,15.76
ML Engineer,Chennai,3,2.9,14,5,18.73
Cybersecurity Analyst,Kolkata,1,2.0,13,1,12.91
Backend Developer,Chennai,1,2.7,11,4,16.72
Cybersecurity Analyst,Delhi,1,2.1,20,5,15.72
DevOps Engineer,Mumbai,2,2.8,22,4,20.19
DevOps Engineer,Pune,1,2.2,23,8,22.44
DevOps Engineer,Remote,2,1.6,24,2,16.86
ML Engineer,Hyderabad,2,11.4,17,7,32.67
DevOps Engineer,Remote,3,1.6,6,5,15.92
AI Engineer,Ahmedabad,2,0.5,5,1,10.44
DevOps Engineer,US Remote,2,5.1,8,2,49.37
Data Analyst,Pune,4,0.5,21,2,15.68
Full Stack Developer,Remote,2,7.5,8,4,22.26
AI Engineer,Delhi,3,1.6,9,6,21.09
AI Engineer,Pune,2,0.4,10,7,15.15
Software Engineer,Hyderabad,3,4.5,22,2,20.35
Backend Developer,Ahmedabad,2,4.2,11,2,16.87
AI Engineer,Delhi,4,6.7,9,3,28.55
Data Analyst,Ahmedabad,2,2.8,18,10,18.07
Cybersecurity Analyst,Bangalore,2,5.2,7,12,21.57
Cloud Engineer,Hyderabad,2,0.4,10,4,15.93
Data Analyst,Delhi,3,1.8,23,1,15.21
Frontend Developer,Hyderabad,3,0.5,15,4,13.45
AI Engineer,Remote,2,5.9,7,6,22.43
Cybersecurity Analyst,Mumbai,3,1.4,15,7,18.17
Backend Developer,Hyderabad,2,1.2,18,3,13.82
Full Stack Developer,Delhi,2,0.7,17,5,14.13
Data Analyst,Pune,2,3.1,22,8,19.7
DevOps Engineer,Bangalore,3,1.7,8,4,19.39
Cloud Engineer,Hyderabad,1,5.7,21,8,27.72
Frontend Developer,Kolkata,2,1.5,14,3,11.67
Cybersecurity Analyst,Kolkata,2,0.7,11,2,12.95
Data Analyst,Hyderabad,2,0.7,19,4,12.89
DevOps Engineer,Hyderabad,2,1.1,10,3,14.21
Data Analyst,Kolkata,2,2.3,6,1,11.23
Backend Developer,US Remote,3,3.6,10,6,30.2
Frontend Developer,Hyderabad,3,3.7,6,1,14.42
ML Engineer,Ahmedabad,0,3.7,21,2,16.46
AI Engineer,Delhi,4,12.0,8,10,46.08
Cybersecurity Analyst,Hyderabad,0,0.5,11,3,8.19
Cloud Engineer,Chennai,0,0.3,17,4,12.06
Software Engineer,Kolkata,0,0.0,20,10,12.25
Backend Developer,Delhi,2,0.9,20,5,15.92
Backend Developer,Mumbai,2,0.7,7,3,8.98
ML Engineer,Hyderabad,2,0.5,16,3,15.99
AI Engineer,Pune,3,2.1,6,2,17.11
AI Engineer,Kolkata,0,3.9,9,7,23.41
Full Stack Developer,Delhi,2,0.9,7,5,12.79
Software Engineer,Kolkata,4,3.0,22,3,17.61
Cloud Engineer,Pune,2,0.9,12,2,15.5
AI Engineer,Ahmedabad,2,0.3,15,2,16.02
DevOps Engineer,Remote,2,2.9,5,4,17.67
Frontend Developer,Hyderabad,3,7.3,5,5,25.05
Cybersecurity Analyst,Kolkata,4,1.3,15,4,17.28
ML Engineer,US Remote,3,7.2,20,3,52.55
ML Engineer,Bangalore,3,1.1,12,6,16.17
ML Engineer,Ahmedabad,1,1.1,10,1,13.36
Data Analyst,Kolkata,2,6.0,19,4,20.73
Cybersecurity Analyst,Kolkata,0,1.3,14,3,9.48
ML Engineer,Delhi,2,1.4,24,5,19.93
DevOps Engineer,Hyderabad,3,0.7,5,3,13.54
DevOps Engineer,Ahmedabad,2,1.6,11,2,14.69
Frontend Developer,Kolkata,2,5.7,19,3,22.36
Frontend Developer,Mumbai,2,5.3,11,2,18.06
Cloud Engineer,Hyderabad,2,5.5,10,8,24.53
Full Stack Developer,Kolkata,2,1.2,19,2,12.85
Frontend Developer,Kolkata,2,3.4,11,4,14.11
ML Engineer,Chennai,2,6.0,16,5,25.65
Cybersecurity Analyst,US Remote,0,4.8,11,6,35.24
Software Engineer,Hyderabad,3,5.1,17,5,21.15
AI Engineer,Hyderabad,3,3.5,16,3,22.72
DevOps Engineer,Chennai,2,2.3,15,6,19.29
Software Engineer,Remote,3,11.8,23,5,34.1
Cloud Engineer,Remote,1,0.3,22,3,14.66
Backend Developer,Remote,2,1.1,14,4,11.97
AI Engineer,Hyderabad,2,2.5,10,3,18.17
Data Analyst,Ahmedabad,3,5.3,23,3,21.67
DevOps Engineer,Delhi,2,0.5,6,4,13.65
Frontend Developer,Hyderabad,2,0.3,23,3,11.76
Cybersecurity Analyst,Chennai,2,5.5,8,6,20.66
Data Analyst,US Remote,2,1.0,20,3,26.31
Data Analyst,Pune,2,0.5,23,4,9.66
Full Stack Developer,Mumbai,2,1.2,10,4,13.64
DevOps Engineer,Hyderabad,2,2.0,20,2,15.78
Full Stack Developer,Ahmedabad,2,1.0,15,2,10.91
DevOps Engineer,Ahmedabad,1,0.2,18,1,13.09
Frontend Developer,Hyderabad,2,1.1,7,3,10.59
DevOps Engineer,Kolkata,0,2.2,8,3,12.74
DevOps Engineer,Pune,2,0.7,6,5,12.61
AI Engineer,Hyderabad,1,6.2,20,6,31.81
Cybersecurity Analyst,Chennai,3,1.4,6,2,12.84
Software Engineer,US Remote,3,1.4,14,1,30.67
Software Engineer,Ahmedabad,2,10.2,21,12,40.39
Backend Developer,Ahmedabad,2,0.7,13,3,10.12
Cloud Engineer,Remote,2,0.2,9,1,13.84
ML Engineer,Remote,2,0.5,17,2,12.45
Frontend Developer,Ahmedabad,2,2.6,14,2,14.55
DevOps Engineer,Ahmedabad,2,6.1,18,5,25.98
Frontend Developer,Chennai,2,1.4,16,5,15.09
Cybersecurity Analyst,Pune,2,0.9,21,4,17.01
DevOps Engineer,US Remote,2,5.5,21,7,43.64
Full Stack Developer,Kolkata,1,0.1,19,2,10.14
Frontend Developer,Ahmedabad,2,2.7,14,4,16.34
Data Analyst,Mumbai,2,0.1,16,3,13.66
Backend Developer,Delhi,3,0.2,8,3,12.87
Frontend Developer,Ahmedabad,1,1.2,17,2,10.4
Data Analyst,Remote,2,4.0,23,5,18.82
Frontend Developer,Pune,2,4.0,17,6,19.21
Cybersecurity Analyst,Remote,3,5.7,12,7,15.81
Data Analyst,Remote,4,0.1,8,1,9.47
Full Stack Developer,Mumbai,2,6.2,15,8,25.83
Software Engineer,Remote,2,0.6,22,3,12.89
DevOps Engineer,Mumbai,2,0.1,7,2,12.16
ML Engineer,Delhi,2,2.9,11,5,13.59
Cloud Engineer,Chennai,3,0.6,7,1,14.88
ML Engineer,Chennai,2,2.6,18,3,15.42
Frontend Developer,Hyderabad,3,6.2,10,6,26.83
Data Analyst,Kolkata,2,9.1,8,3,21.71
Cloud Engineer,Hyderabad,2,1.1,5,3,13.84
Software Engineer,Mumbai,3,2.1,14,5,18.6
ML Engineer,Hyderabad,4,1.2,22,4,19.15
Data Analyst,Delhi,1,2.3,15,2,13.65
Data Analyst,Chennai,3,1.8,10,1,12.67
Software Engineer,Ahmedabad,3,6.0,7,5,17.86
Software Engineer,Chennai,2,3.8,20,5,19.12
Frontend Developer,Hyderabad,2,0.8,9,3,10.26
ML Engineer,Ahmedabad,2,0.2,24,2,14.64
Full Stack Developer,Bangalore,2,0.7,8,3,12.27
Full Stack Developer,Chennai,2,2.0,24,3,15.34
AI Engineer,Remote,3,5.8,11,6,30.4
ML Engineer,Mumbai,2,2.5,11,1,19.87
Frontend Developer,Remote,2,5.0,11,3,20.17
Data Analyst,Delhi,2,2.1,16,5,13.79
Full Stack Developer,US Remote,2,0.6,22,3,33.66
Frontend Developer,Mumbai,2,4.3,6,3,19.31
Full Stack Developer,Chennai,1,4.4,5,2,17.41
DevOps Engineer,Mumbai,2,8.8,11,5,32.01
Cybersecurity Analyst,Bangalore,2,5.3,7,4,21.49
AI Engineer,Chennai,2,3.0,21,3,21.24
Backend Developer,Kolkata,1,0.5,11,3,8.98
Software Engineer,Mumbai,3,0.2,10,1,10.77
AI Engineer,Delhi,3,0.3,14,4,16.09
Data Analyst,Mumbai,3,2.1,8,7,13.97
Data Analyst,Remote,2,0.5,13,2,10.03
Data Analyst,Pune,3,0.9,13,7,11.24
Full Stack Developer,US Remote,2,1.4,13,8,27.09
AI Engineer,Mumbai,3,0.0,24,8,19.78
Cloud Engineer,Remote,2,4.6,21,5,19.64
Cybersecurity Analyst,Mumbai,2,0.6,19,3,14.93
Cloud Engineer,Kolkata,1,1.0,20,2,12.61
Cloud Engineer,Mumbai,2,0.2,18,1,14.62
Data Analyst,US Remote,0,0.4,17,5,20.09
Cloud Engineer,Delhi,2,2.2,8,1,19.27
AI Engineer,Chennai,3,3.7,20,4,23.32
DevOps Engineer,Kolkata,2,0.8,24,6,13.92
Cybersecurity Analyst,Ahmedabad,3,0.4,7,0,13.2
Software Engineer,Delhi,2,1.9,22,6,16.56
DevOps Engineer,Delhi,3,6.5,20,5,29.49
AI Engineer,Delhi,4,7.1,24,7,30.27
DevOps Engineer,Delhi,3,2.3,10,3,14.82
AI Engineer,Remote,2,1.8,7,5,17.67
Backend Developer,Delhi,2,4.9,9,4,17.87
Cybersecurity Analyst,Mumbai,2,1.2,16,3,17.47
Software Engineer,Kolkata,2,1.3,19,5,13.28
Cloud Engineer,US Remote,2,0.9,6,4,31.09
Cloud Engineer,Kolkata,2,1.7,6,3,14.99
Data Analyst,Ahmedabad,1,0.4,22,3,10.02
Software Engineer,US Remote,1,6.0,12,5,35.09
DevOps Engineer,Ahmedabad,1,1.3,13,2,11.38
Cloud Engineer,Ahmedabad,2,0.1,17,1,11.8
ML Engineer,US Remote,2,4.2,13,1,46.51
DevOps Engineer,Delhi,2,2.1,12,3,12.87
Data Analyst,Bangalore,1,2.3,6,6,13.17
Frontend Developer,US Remote,4,3.8,19,6,31.54
ML Engineer,Bangalore,4,5.7,6,5,25.77
Cloud Engineer,Bangalore,2,0.6,9,2,14.85
Cloud Engineer,Remote,3,1.2,21,3,18.44
DevOps Engineer,Chennai,3,0.7,12,3,11.75
Cybersecurity Analyst,Delhi,2,7.6,12,4,31.39
Frontend Developer,Bangalore,2,2.4,6,1,13.81
ML Engineer,Hyderabad,2,0.6,13,0,12.61
Full Stack Developer,Hyderabad,2,6.7,17,2,19.44
Cloud Engineer,US Remote,3,1.9,23,5,40.0
Software Engineer,Ahmedabad,2,7.5,9,9,28.16
Cloud Engineer,Ahmedabad,2,1.4,23,2,20.12
DevOps Engineer,Chennai,3,2.2,7,5,18.88
Cloud Engineer,Remote,2,0.5,20,3,14.48
AI Engineer,Delhi,2,0.3,11,3,15.98
Cloud Engineer,Ahmedabad,2,2.9,22,4,22.0
Cloud Engineer,Mumbai,1,6.3,22,6,26.93
Cybersecurity Analyst,Remote,3,1.7,9,4,13.81
DevOps Engineer,Mumbai,3,2.6,19,1,22.88
Software Engineer,Pune,2,8.7,18,7,26.95
Data Analyst,US Remote,3,1.1,7,2,24.07
Cybersecurity Analyst,Bangalore,2,1.1,11,2,13.45
Software Engineer,Mumbai,2,1.6,12,4,15.84
ML Engineer,Remote,2,1.3,13,5,19.39
Software Engineer,Remote,3,1.3,24,3,14.21
ML Engineer,Chennai,2,6.0,10,4,27.01
Data Analyst,Mumbai,2,1.0,12,4,14.77
DevOps Engineer,Kolkata,2,1.3,19,1,12.67
Frontend Developer,Bangalore,2,5.9,21,2,24.33
Cloud Engineer,Remote,2,2.0,10,5,18.19
Full Stack Developer,US Remote,2,0.1,18,4,33.65
Cybersecurity Analyst,Kolkata,2,1.5,23,3,15.07
Cybersecurity Analyst,Bangalore,4,0.5,24,4,18.39
ML Engineer,Bangalore,2,2.0,12,2,18.25
Backend Developer,Ahmedabad,2,7.5,17,4,23.1
Cloud Engineer,Delhi,2,3.9,5,3,17.03
Software Engineer,Bangalore,3,2.5,13,0,16.28
Backend Developer,Chennai,1,0.5,24,3,12.54
Software Engineer,Delhi,3,4.5,21,3,27.61
Cybersecurity Analyst,Bangalore,2,0.3,21,3,15.49
ML Engineer,Hyderabad,4,0.5,9,1,13.7
ML Engineer,Bangalore,2,0.6,6,7,14.81
Cloud Engineer,Hyderabad,2,2.8,19,3,17.82
Cloud Engineer,Hyderabad,1,3.8,9,5,19.44
Cloud Engineer,Chennai,2,1.8,7,4,14.07
Cybersecurity Analyst,Bangalore,3,2.3,16,5,18.92
Cybersecurity Analyst,Remote,0,2.4,22,3,19.03
Cloud Engineer,Hyderabad,2,7.5,13,8,32.15
Cybersecurity Analyst,Ahmedabad,2,5.8,21,1,22.23
ML Engineer,Pune,3,0.6,19,1,18.13
AI Engineer,Hyderabad,2,1.9,19,3,18.18
DevOps Engineer,US Remote,3,1.3,5,4,43.08
AI Engineer,Kolkata,3,4.6,10,1,22.98
DevOps Engineer,US Remote,3,0.5,23,5,37.99
Full Stack Developer,Ahmedabad,2,3.7,7,7,20.49
AI Engineer,Pune,2,3.0,14,5,22.93
ML Engineer,Ahmedabad,2,6.7,21,5,32.66
Full Stack Developer,Remote,3,2.5,23,5,20.83
Software Engineer,Bangalore,3,0.4,24,6,14.92
AI Engineer,US Remote,3,2.2,9,3,45.14
AI Engineer,Delhi,2,1.0,22,3,19.92
Full Stack Developer,Delhi,4,10.8,19,10,35.18
DevOps Engineer,Hyderabad,3,0.4,5,3,12.38
Backend Developer,Chennai,3,2.0,11,5,15.13
Data Analyst,Chennai,2,0.3,21,1,10.02
Frontend Developer,Delhi,3,1.6,17,4,14.66
Software Engineer,Ahmedabad,2,0.9,15,0,12.93
DevOps Engineer,Pune,3,2.7,24,3,21.86
Cybersecurity Analyst,Chennai,2,0.1,18,3,10.34
ML Engineer,US Remote,2,1.3,11,2,35.38
Software Engineer,Hyderabad,0,0.7,20,5,13.06
Cloud Engineer,Mumbai,2,4.2,13,6,24.51
Cybersecurity Analyst,Bangalore,1,1.8,22,3,15.52
AI Engineer,Hyderabad,2,3.8,5,7,24.28
Software Engineer,Delhi,4,2.3,16,7,17.49
Software Engineer,Remote,2,2.3,20,7,16.55
Cloud Engineer,Ahmedabad,0,0.6,8,1,11.42
Frontend Developer,Pune,0,0.1,6,3,7.89
Backend Developer,Mumbai,4,1.6,13,5,15.43
Data Analyst,Mumbai,1,2.8,9,3,13.1
Software Engineer,Remote,1,0.1,12,2,8.6
Cybersecurity Analyst,Hyderabad,2,4.3,7,2,18.51
Full Stack Developer,Delhi,3,4.2,14,2,18.11
Software Engineer,US Remote,3,6.0,12,2,39.18
Data Analyst,Remote,4,3.0,10,5,12.9
Cybersecurity Analyst,Bangalore,3,0.5,13,1,12.49
AI Engineer,Kolkata,2,0.2,13,1,12.44
Backend Developer,Chennai,2,1.0,24,5,14.43
Backend Developer,Hyderabad,2,0.1,6,3,9.96
Data Analyst,Remote,1,3.2,8,8,14.67
Frontend Developer,Chennai,3,5.0,24,3,16.56
Cloud Engineer,Kolkata,2,4.7,19,4,22.19
Frontend Developer,Delhi,2,1.0,15,6,12.72
ML Engineer,Mumbai,2,6.6,18,2,17.45
Software Engineer,Chennai,3,6.8,17,4,21.65
Full Stack Developer,Bangalore,2,0.2,11,5,15.58
AI Engineer,US Remote,0,1.4,10,4,32.29
Cybersecurity Analyst,Bangalore,2,3.3,9,5,22.15
AI Engineer,Ahmedabad,2,6.4,16,8,28.31
DevOps Engineer,Remote,2,2.8,19,3,15.01
ML Engineer,Pune,1,2.1,6,6,16.28
AI Engineer,Hyderabad,4,1.9,11,1,20.12
DevOps Engineer,Delhi,2,3.5,17,3,16.01
Data Analyst,Remote,3,3.8,10,4,19.92
ML Engineer,Bangalore,1,6.7,10,1,31.46
Cybersecurity Analyst,Mumbai,3,5.8,22,11,25.49
Backend Developer,Chennai,2,1.2,11,3,12.63
Data Analyst,Hyderabad,3,1.8,10,4,14.16
ML Engineer,Remote,2,0.2,12,1,9.98
Frontend Developer,Chennai,2,2.8,24,5,14.79
Full Stack Developer,US Remote,2,0.2,22,2,29.38
Backend Developer,Mumbai,3,7.1,10,7,24.41
DevOps Engineer,US Remote,2,0.2,6,3,27.91
DevOps Engineer,Mumbai,1,0.0,7,1,11.49
ML Engineer,Chennai,2,2.0,16,4,17.31
Cybersecurity Analyst,Pune,2,2.5,9,4,14.49
Backend Developer,Remote,0,2.1,15,2,12.16
AI Engineer,Hyderabad,2,0.3,6,2,13.37
ML Engineer,Mumbai,4,0.2,16,3,17.75
ML Engineer,Mumbai,3,0.1,22,3,13.75
Cloud Engineer,Remote,2,0.0,13,1,12.29
Frontend Developer,Mumbai,3,0.5,10,3,14.14
Software Engineer,Delhi,2,0.2,19,4,15.71
Full Stack Developer,Chennai,4,2.7,17,3,20.49
Frontend Developer,Pune,2,0.8,15,5,12.64
Full Stack Developer,Delhi,0,0.2,6,4,10.36
Data Analyst,Hyderabad,2,3.7,7,1,12.28
Software Engineer,Bangalore,3,5.6,17,5,21.2
Full Stack Developer,Hyderabad,0,1.3,18,8,14.79
Data Analyst,Chennai,2,1.6,7,2,11.56
AI Engineer,Pune,3,12.6,11,8,40.96
Frontend Developer,Kolkata,1,2.4,19,4,14.44
Frontend Developer,US Remote,3,2.6,12,2,23.78
DevOps Engineer,Hyderabad,1,4.3,7,1,17.52
Backend Developer,Delhi,2,3.4,18,5,18.31
Software Engineer,Chennai,2,0.4,23,3,12.99
AI Engineer,US Remote,4,1.0,21,6,39.37
ML Engineer,Delhi,2,8.0,8,9,23.9
Data Analyst,Bangalore,3,1.1,18,2,12.51
Full Stack Developer,Kolkata,2,1.6,23,4,12.84
Frontend Developer,Mumbai,2,3.9,18,2,15.67
Frontend Developer,Remote,2,1.8,10,3,14.53
Cybersecurity Analyst,Pune,2,2.2,16,3,17.14
Cloud Engineer,Remote,1,1.7,6,7,15.69
Cybersecurity Analyst,Chennai,2,1.9,17,5,18.38
Cloud Engineer,Delhi,2,0.2,21,1,14.2
Software Engineer,Ahmedabad,1,3.5,11,3,18.32
Cybersecurity Analyst,US Remote,4,1.5,21,4,40.61
Full Stack Developer,Bangalore,2,1.9,20,1,14.5
Cloud Engineer,Pune,2,0.6,14,2,12.86
Backend Developer,Pune,2,0.2,9,3,12.25
Frontend Developer,Mumbai,2,1.4,8,0,11.07
AI Engineer,Remote,4,0.4,15,4,19.16
Cloud Engineer,US Remote,3,0.1,7,4,32.15
Cloud Engineer,Pune,3,3.8,14,9,26.04
Software Engineer,Pune,1,1.7,9,1,12.36
Cloud Engineer,Pune,0,1.4,20,5,18.21
ML Engineer,US Remote,3,4.0,9,2,42.87
ML Engineer,US Remote,3,8.6,10,4,47.44
DevOps Engineer,US Remote,3,3.2,24,5,37.4
Full Stack Developer,Delhi,3,4.9,9,2,23.7
Frontend Developer,Bangalore,2,0.5,21,4,11.4
Backend Developer,Hyderabad,2,3.8,10,1,17.45
DevOps Engineer,Ahmedabad,1,0.4,12,1,10.51
AI Engineer,US Remote,3,0.7,16,1,36.95
ML Engineer,Pune,2,0.3,9,5,15.67
Data Analyst,Pune,2,3.3,10,2,15.72
Frontend Developer,Ahmedabad,3,4.3,20,1,17.28
DevOps Engineer,Hyderabad,2,2.3,13,6,16.28
AI Engineer,Remote,1,5.7,23,10,35.83
Data Analyst,Delhi,2,0.4,7,2,9.21
Cybersecurity Analyst,Chennai,3,0.3,13,4,11.36
Cybersecurity Analyst,Pune,3,3.6,8,7,18.02
Data Analyst,Chennai,0,0.2,18,1,9.04
Cloud Engineer,Remote,1,4.3,11,3,24.59
Cybersecurity Analyst,Hyderabad,2,2.1,22,4,18.98
AI Engineer,Delhi,4,0.2,13,2,17.86
Full Stack Developer,US Remote,3,0.1,23,2,25.99
Backend Developer,Remote,4,5.9,10,5,23.36
Cybersecurity Analyst,Remote,2,5.1,14,6,19.23
Software Engineer,Pune,2,0.3,6,1,10.99
Frontend Developer,US Remote,2,1.8,8,6,30.73
Data Analyst,Kolkata,1,5.3,17,4,20.12
Full Stack Developer,Remote,4,7.5,5,4,26.29
AI Engineer,Remote,2,0.9,14,5,18.18
Data Analyst,Kolkata,2,2.5,20,3,16.12
AI Engineer,Remote,2,3.5,24,4,19.51
AI Engineer,Hyderabad,2,0.3,12,5,15.91
