education,cgpa,experience,projects,internships,skills_count,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,certifications,has_github,has_linkedin,resume_score,readiness_level
2,7.81,2.1,1,0,18,2,7,4,3,0,2,1,1,90.8,3
2,8.3,1.1,3,2,13,4,3,2,1,0,2,0,0,66.0,2
2,9.44,0.3,1,0,13,4,2,2,1,2,1,1,1,59.7,1
2,7.19,0.5,3,0,17,4,5,2,2,1,2,1,1,80.8,2
4,8.55,2.6,1,2,14,0,2,2,2,5,2,1,0,75.4,3
3,9.54,0.5,5,2,14,1,2,2,7,1,1,1,1,73.8,3
2,8.49,0.3,2,2,16,5,5,2,1,1,2,1,1,67.4,2
1,6.06,0.4,4,0,13,6,2,1,0,0,0,1,1,71.6,2
2,7.6,3.8,0,2,10,5,1,1,1,0,1,1,0,68.0,2
3,7.29,0.7,2,2,13,0,1,2,2,7,2,1,1,68.1,2
2,7.23,3.5,1,0,16,1,2,4,1,6,0,1,0,84.0,2
2,8.15,1.4,2,0,11,2,2,2,2,1,0,1,1,73.9,2
3,9.02,15.0,1,0,16,0,1,4,2,8,3,1,1,98.0,3
2,7.57,1.4,2,0,17,4,3,2,2,2,1,0,0,66.9,1
2,9.7,0.1,1,0,18,5,5,2,1,1,3,1,0,82.1,2
2,9.33,0.7,4,1,12,4,2,1,2,2,3,0,1,62.4,2
2,8.25,2.1,4,3,14,4,2,2,1,1,5,0,1,71.0,3
2,8.09,1.5,2,1,13,3,4,3,2,0,1,0,1,63.1,2
2,7.36,0.3,1,1,15,2,5,4,2,1,0,0,0,63.3,1
1,7.85,0.8,3,0,15,0,1,4,2,7,2,1,0,81.1,3
0,8.0,0.4,1,0,10,6,1,2,0,0,1,1,1,65.4,1
1,6.92,3.0,2,2,18,1,7,4,2,1,0,1,1,80.3,2
0,5.51,1.3,1,1,12,3,3,2,2,1,1,1,1,58.1,2
1,8.71,8.6,6,3,15,1,1,2,2,7,0,1,1,98.0,3
3,8.07,0.6,0,2,12,3,2,2,2,2,3,0,0,62.5,1
2,7.95,4.4,6,1,17,1,2,3,2,8,4,1,1,85.2,3
2,8.73,0.2,1,3,11,2,3,1,1,2,1,0,0,86.7,2
3,7.78,1.7,1,2,12,2,2,1,2,1,2,0,1,57.0,2
3,7.38,3.6,0,3,12,2,3,1,2,1,4,0,1,66.4,3
2,7.41,0.3,1,0,13,5,2,1,1,0,2,0,1,75.5,2
2,7.42,4.4,1,0,20,6,5,2,2,1,3,1,1,98.0,3
3,8.16,0.6,2,3,20,1,2,4,2,8,2,1,1,70.8,3
0,8.01,0.4,4,1,10,4,2,1,1,1,1,1,1,67.1,2
3,8.26,0.4,2,0,10,3,2,1,2,1,2,0,1,60.7,0
2,8.25,0.9,3,0,11,0,2,2,2,4,0,0,0,67.8,1
2,9.17,3.5,3,1,14,1,1,1,7,0,2,0,1,98.0,3
2,9.51,3.3,2,1,13,4,4,2,2,0,2,1,1,68.1,2
1,8.18,0.3,2,1,16,6,5,2,2,0,0,0,1,74.8,2
3,7.26,1.2,2,1,15,1,2,2,7,1,1,1,1,78.0,2
2,8.54,1.1,4,1,14,4,5,2,1,0,2,0,1,63.1,2
3,4.83,1.6,2,1,15,6,4,2,1,0,1,1,1,77.5,1
2,8.69,2.0,1,1,15,9,0,2,0,0,2,1,1,73.7,1
1,8.96,4.3,1,1,10,5,0,2,1,0,2,1,1,87.1,3
2,6.34,2.0,1,0,15,0,2,1,7,1,3,0,1,77.3,2
0,7.03,0.5,1,1,15,4,4,2,2,0,1,1,0,68.8,1
3,7.84,2.6,2,2,13,3,2,1,2,2,2,1,1,64.8,2
2,7.7,0.6,5,2,16,4,3,1,2,2,0,0,1,95.0,2
2,8.39,3.7,4,0,19,1,7,3,3,1,0,0,1,98.0,2
2,7.31,0.2,1,3,17,6,4,2,2,0,2,1,1,78.9,3
2,10.0,4.2,0,0,13,1,2,1,6,1,1,1,1,98.0,3
2,7.77,2.1,2,1,15,3,5,2,1,0,3,1,1,72.8,2
2,8.92,6.0,6,1,12,6,1,1,0,0,3,1,1,85.4,3
3,9.63,0.3,0,6,19,3,6,4,2,0,4,0,1,90.0,2
2,7.48,1.2,5,4,10,4,1,1,0,0,2,1,1,85.8,3
3,7.75,0.6,1,0,15,3,5,3,1,1,2,0,1,58.5,2
2,9.22,6.3,3,4,13,1,1,1,7,0,1,1,1,76.2,3
3,8.02,1.0,2,2,13,4,4,2,1,1,3,0,1,67.2,2
2,7.91,0.5,3,1,14,4,3,2,1,1,0,0,1,95.5,2
3,8.17,6.0,9,1,15,3,2,2,2,2,4,1,1,98.0,3
3,9.5,3.1,3,1,11,2,3,1,1,2,3,1,1,92.4,2
3,8.02,2.2,2,0,14,5,3,3,1,0,0,1,0,81.9,2
2,8.86,5.0,4,1,12,3,3,2,1,0,1,1,1,78.3,3
0,7.82,0.2,2,1,20,1,2,3,2,8,1,0,1,76.1,2
2,8.76,3.4,3,0,17,5,5,2,2,0,3,1,1,98.0,3
3,8.72,8.1,6,3,13,4,4,2,1,0,2,1,1,98.0,3
2,9.14,1.8,4,0,13,7,1,2,1,0,2,0,1,74.9,2
2,8.22,3.1,7,2,13,4,3,3,1,0,3,1,0,77.3,3
2,8.67,2.1,4,1,15,4,5,3,2,0,1,1,0,70.2,3
4,8.07,7.3,3,2,15,5,3,2,1,0,5,1,0,98.0,3
2,5.74,4.2,2,4,15,9,0,2,1,0,0,1,1,68.0,2
2,7.48,0.7,1,0,17,5,5,2,1,1,2,1,1,79.4,2
2,9.23,2.2,2,2,10,2,2,1,2,2,3,1,0,71.1,2
0,5.75,0.5,3,1,12,1,2,2,5,1,2,1,0,73.4,1
1,8.76,1.2,2,0,11,2,3,1,1,2,2,1,1,62.6,1
2,6.86,3.7,1,3,14,3,4,3,1,1,3,0,0,88.5,1
2,7.72,8.7,3,3,14,3,4,2,1,1,1,1,1,89.8,3
2,8.47,1.8,5,1,18,3,4,4,3,0,4,1,1,75.7,3
2,7.96,1.3,5,0,14,4,2,1,2,1,3,1,0,73.8,3
2,6.88,1.0,0,0,17,4,5,2,2,1,0,0,1,82.2,1
2,9.26,0.3,0,2,15,2,5,4,2,1,1,1,1,66.7,2
2,8.59,1.2,1,1,12,0,1,2,2,4,2,1,1,97.1,2
0,6.96,0.9,3,1,16,0,2,2,1,8,1,0,1,95.9,2
4,8.09,10.7,12,0,13,3,3,2,2,1,4,1,1,98.0,3
1,9.69,4.3,3,1,14,3,2,2,1,2,1,0,0,69.0,3
2,9.06,15.0,2,1,13,1,3,1,6,1,1,1,0,98.0,3
2,7.99,2.4,4,2,15,4,3,2,1,1,2,0,0,80.9,3
2,8.62,1.1,3,0,14,4,2,2,2,2,1,1,0,67.5,2
2,8.6,0.5,2,2,11,1,1,2,5,0,0,1,1,69.3,1
3,6.86,0.8,4,1,8,0,2,1,4,0,4,1,0,51.5,1
2,8.18,5.6,0,0,14,8,1,2,1,0,3,0,0,83.8,2
2,7.67,0.6,3,0,12,7,1,1,0,0,0,1,1,83.8,2
3,9.15,0.2,0,2,15,6,3,2,1,0,2,1,1,68.4,2
2,6.84,6.0,4,1,19,3,6,2,3,1,0,1,1,89.1,3
1,7.21,2.8,1,0,11,1,2,2,4,0,0,1,0,68.6,1
2,7.9,0.1,2,0,13,4,3,1,2,1,2,0,0,73.3,1
3,8.6,0.5,2,2,14,6,2,2,1,0,1,0,0,77.8,1
3,8.19,5.6,3,1,16,3,5,4,1,0,5,1,1,98.0,3
2,8.87,3.1,3,4,12,8,0,1,1,0,2,1,1,82.0,3
3,6.91,6.8,4,2,12,3,3,1,1,1,1,0,1,95.7,3
2,10.0,5.1,4,2,14,3,2,2,1,2,1,1,1,94.9,3
2,7.48,3.0,1,1,15,1,1,3,1,8,0,0,1,72.5,2
3,8.35,4.7,1,0,15,0,1,4,1,6,1,1,0,81.8,3
1,8.32,0.1,8,2,17,0,2,2,1,8,2,0,1,94.6,3
2,7.77,5.1,5,2,16,6,5,3,1,0,0,1,0,98.0,3
2,7.53,8.7,3,1,13,0,1,2,1,5,1,1,1,96.0,3
1,7.88,11.4,2,0,12,2,2,1,2,1,2,1,0,98.0,3
3,8.73,1.0,4,1,11,5,2,1,1,0,3,1,0,64.9,2
2,8.48,0.5,0,1,16,1,5,3,2,1,1,0,1,65.7,2
2,8.92,7.1,2,2,11,0,3,1,6,0,1,0,0,67.1,3
2,9.1,1.6,1,2,10,3,2,1,2,1,1,1,0,50.0,3
2,7.87,2.8,3,1,11,2,2,1,1,2,2,1,1,85.5,2
2,7.26,0.7,3,0,14,4,3,1,1,1,0,1,1,91.2,2
2,6.59,5.6,7,0,14,2,6,2,2,1,1,1,0,74.7,3
2,9.91,1.1,2,2,11,3,2,2,1,1,2,1,0,66.3,3
1,6.27,2.6,2,1,15,3,3,3,2,1,0,0,1,73.2,2
2,7.99,3.1,1,2,17,4,4,3,2,1,1,1,0,81.2,2
1,6.62,3.2,1,1,15,4,3,1,2,2,0,1,1,77.0,3
2,8.3,4.2,1,0,13,1,2,3,1,4,0,1,1,88.8,2
1,7.57,0.6,2,0,18,2,5,4,2,1,1,1,1,76.5,2
2,6.94,3.2,2,0,16,6,4,2,1,1,1,1,1,71.1,2
2,8.58,1.9,5,3,11,2,2,1,2,2,0,1,0,84.1,3
0,5.7,2.1,3,0,15,5,5,3,1,0,1,0,1,86.1,2
2,9.63,4.0,5,1,10,0,1,3,1,4,2,1,0,80.7,3
2,7.15,0.2,2,2,12,0,1,2,2,4,6,1,0,55.5,2
2,9.55,0.0,1,1,13,3,3,2,1,0,1,1,1,76.2,1
3,10.0,0.9,1,1,12,1,2,1,7,0,4,1,1,64.1,2
2,8.29,1.9,3,1,15,0,3,1,7,0,2,1,0,84.9,2
1,8.73,1.4,5,2,15,9,1,2,0,0,2,1,1,56.6,3
2,7.96,11.5,5,1,12,0,1,2,1,6,0,0,0,98.0,3
3,8.41,2.0,3,1,13,2,4,3,3,0,3,0,1,78.3,1
3,6.34,2.9,5,3,9,2,2,1,2,1,1,0,1,71.0,2
1,7.82,0.4,3,2,13,3,2,1,1,2,3,1,1,64.7,3
2,6.95,5.4,6,1,14,1,4,3,3,1,1,1,1,81.8,3
2,8.38,0.8,1,1,11,2,2,1,2,1,1,1,1,61.2,2
0,8.17,0.1,2,0,13,3,5,2,2,0,3,0,0,69.9,2
2,8.8,0.0,0,1,15,3,5,2,2,0,3,1,1,63.0,1
3,9.62,2.2,1,1,12,4,2,1,2,1,6,1,1,72.6,3
2,6.25,1.0,1,1,14,4,3,2,1,1,2,0,1,73.0,2
2,7.81,8.2,4,2,16,6,3,2,2,1,1,1,1,98.0,3
2,6.89,4.0,2,0,17,2,6,4,3,0,1,1,1,93.0,3
2,7.86,0.9,1,2,10,1,1,1,5,1,3,0,1,58.3,2
2,6.98,8.8,4,1,12,2,2,2,1,1,0,1,1,98.0,3
2,8.76,4.6,5,2,18,1,2,4,2,6,1,0,0,80.5,3
2,8.24,0.7,3,1,15,2,3,2,2,2,3,1,1,81.4,3
2,7.44,0.1,1,0,14,0,1,3,1,7,5,1,1,67.6,2
2,7.51,5.5,5,0,16,6,4,2,2,0,1,1,1,93.6,3
1,6.45,1.0,2,0,15,4,5,2,2,1,2,0,1,84.7,2
1,9.19,1.3,2,0,9,4,0,2,1,0,1,1,0,58.1,1
3,8.72,7.0,3,0,13,3,3,2,2,1,2,1,1,98.0,3
3,7.32,0.8,4,2,11,7,1,2,0,0,3,0,1,74.0,2
2,7.56,3.5,2,2,13,0,1,2,2,4,2,1,0,84.2,2
1,8.4,8.0,6,1,9,1,1,2,4,0,3,1,0,81.6,3
3,5.53,4.2,5,2,17,5,5,2,2,1,0,1,0,92.8,3
2,8.1,0.5,2,1,17,0,2,4,1,8,2,1,0,77.4,2
2,6.06,2.7,4,2,16,0,2,3,2,7,2,0,1,95.3,3
2,6.02,3.4,3,1,10,2,3,1,1,1,1,0,1,74.7,1
2,8.15,3.1,4,1,11,3,3,1,1,1,1,0,0,86.0,3
3,9.05,2.4,1,1,16,3,4,3,1,1,4,1,1,83.6,3
3,8.76,1.2,3,1,17,3,5,3,2,0,2,1,0,84.7,3
4,7.69,0.4,3,3,12,3,3,3,1,1,1,0,0,80.0,1
3,8.92,1.2,1,0,13,3,4,3,1,0,2,0,0,79.6,1
1,7.45,3.0,3,1,14,2,5,3,3,0,0,0,0,87.2,3
2,8.19,0.5,1,2,13,3,3,2,1,1,2,1,0,70.1,1
3,8.37,3.6,4,1,18,6,5,3,2,1,2,1,1,98.0,3
0,6.48,1.7,2,0,12,4,3,1,1,1,2,1,0,79.8,1
2,7.47,0.1,3,2,17,5,5,3,2,1,0,0,1,96.5,2
2,7.06,3.2,3,0,16,5,3,3,2,0,1,1,1,91.3,2
3,8.62,2.5,3,1,11,4,1,2,1,0,3,1,1,84.6,1
2,8.23,4.3,5,3,17,6,3,3,1,1,3,0,1,87.3,3
1,8.48,0.3,0,0,14,3,4,3,1,1,1,1,0,71.5,1
3,8.12,6.6,7,0,16,5,5,2,1,0,1,1,1,98.0,3
1,8.36,5.4,3,2,16,2,5,4,3,0,1,1,0,82.6,3
2,6.97,1.3,1,0,16,0,2,3,1,7,2,1,1,91.7,2
2,10.0,0.5,1,1,12,4,3,1,1,1,0,0,0,75.6,1
0,6.19,1.9,4,0,14,0,1,4,2,4,2,0,1,61.0,2
2,8.87,9.3,7,1,12,6,1,1,1,0,0,0,1,89.7,3
3,7.93,4.5,4,4,14,3,4,2,2,0,0,1,0,60.4,3
1,7.8,2.5,5,4,12,1,1,3,2,4,2,1,0,72.5,3
2,8.38,1.0,9,1,8,4,0,2,1,0,1,0,0,69.6,3
2,8.58,1.3,2,0,19,0,1,4,2,8,1,1,1,93.0,2
4,8.79,1.8,3,2,12,5,1,2,0,0,0,1,1,80.8,2
2,6.86,1.5,0,4,12,3,4,2,1,0,1,1,1,62.3,1
3,9.34,1.0,2,3,19,6,5,2,2,0,4,1,0,81.7,3
2,9.2,2.1,2,1,10,4,2,1,1,0,5,0,1,76.0,2
2,7.76,4.2,5,1,13,0,3,2,4,0,1,0,1,78.6,2
4,8.17,3.8,4,4,14,6,2,1,1,0,1,1,1,87.2,3
3,7.09,5.5,4,3,15,3,5,2,3,0,3,1,1,98.0,3
3,8.07,3.6,5,5,14,1,5,3,2,0,2,1,0,73.1,3
2,7.6,5.0,2,2,13,4,3,2,2,0,2,1,1,98.0,3
2,8.24,4.6,2,0,14,1,4,4,1,1,1,1,1,81.3,3
0,7.33,0.2,2,0,14,3,5,3,1,0,0,0,0,66.5,1
3,9.82,0.4,1,1,14,3,4,3,2,0,0,1,1,77.7,2
4,8.89,0.9,4,1,13,1,6,3,1,1,2,0,0,71.7,2
2,9.52,2.9,3,0,14,1,1,1,7,1,0,1,1,84.4,3
2,5.3,0.7,1,1,13,3,2,2,2,2,3,0,1,81.9,1
1,6.28,0.5,1,2,12,3,3,2,1,1,2,1,0,67.6,2
1,9.05,0.3,1,0,12,8,0,2,0,0,2,0,1,55.6,2
1,7.79,4.2,2,0,12,0,1,4,1,4,1,1,0,77.5,2
3,9.66,0.4,5,1,14,2,4,3,3,1,1,1,0,63.5,3
2,7.89,0.7,1,0,14,8,0,1,1,0,1,1,1,77.5,1
3,8.55,0.3,6,1,18,6,5,2,1,1,1,0,1,76.3,1
3,6.87,0.0,1,2,17,9,2,2,0,0,1,0,1,70.9,1
2,6.73,0.5,0,0,12,2,2,1,2,1,0,1,1,68.9,1
4,8.6,1.7,1,2,12,0,3,1,7,0,3,1,1,82.7,3
2,8.26,1.2,2,2,14,5,3,3,1,1,1,0,1,67.4,2
2,8.26,0.7,3,4,15,0,2,4,1,4,3,0,1,58.1,2
4,8.91,2.9,0,4,21,3,7,4,3,1,1,1,1,94.1,3
0,7.52,0.8,0,2,14,1,1,2,5,1,0,0,1,74.3,1
2,6.94,1.2,1,0,13,1,2,2,2,4,0,1,1,58.6,2
2,9.65,2.3,3,0,17,3,7,2,3,1,4,0,1,98.0,3
1,7.85,0.1,1,1,12,3,4,2,2,0,3,1,1,71.7,1
0,9.34,0.1,4,0,16,0,2,4,1,5,0,1,1,75.5,2
3,9.82,1.4,1,0,19,5,5,3,2,0,1,1,1,77.1,3
2,8.98,0.1,3,2,15,5,3,3,1,0,1,0,1,72.8,1
4,8.93,8.4,3,1,14,1,1,2,1,6,1,0,0,88.8,3
2,7.81,3.7,3,2,13,3,2,2,2,2,2,1,1,93.5,3
2,7.43,5.8,3,2,10,2,3,2,1,1,1,1,1,80.9,3
2,7.07,4.3,4,6,14,0,1,4,1,6,3,1,0,78.8,3
2,7.52,1.1,4,2,13,2,3,1,2,2,1,1,0,75.8,2
2,8.05,0.0,1,4,12,3,3,3,1,1,2,1,0,60.0,2
2,8.44,5.7,2,2,12,2,3,2,2,1,2,0,1,71.3,3
3,9.02,2.1,1,1,12,5,1,2,1,0,2,1,1,89.9,2
2,10.0,2.3,2,4,15,5,3,2,2,1,1,1,0,83.4,3
2,7.64,1.1,1,3,16,1,1,4,1,7,0,1,1,88.4,3
1,9.09,0.2,3,0,16,3,6,2,2,0,3,0,0,68.0,2
2,6.89,0.2,3,0,16,1,2,3,1,6,1,0,1,78.3,2
2,8.96,1.0,4,0,13,4,3,1,2,1,1,0,1,79.9,2
4,8.61,7.4,1,2,14,1,3,1,5,1,1,1,1,98.0,3
4,9.29,5.1,4,2,11,0,2,2,4,1,3,1,0,74.8,3
4,9.12,1.2,0,0,14,2,2,2,2,2,1,1,1,85.9,2
2,7.98,3.8,1,0,11,1,1,2,1,4,2,0,1,78.8,1
1,9.05,0.7,1,0,12,7,1,2,1,0,1,1,1,70.3,1
3,8.71,1.6,1,0,13,1,3,1,7,0,1,0,1,73.8,1
3,8.96,3.2,3,5,15,1,3,2,7,0,1,0,0,83.0,3
4,7.01,1.7,0,3,18,6,5,3,1,1,2,0,1,98.0,3
3,7.69,5.6,3,3,13,6,2,2,0,0,1,0,0,76.9,2
3,8.93,1.2,1,4,10,3,3,1,1,1,0,0,1,56.6,1
0,8.39,1.6,3,4,16,5,5,2,1,1,0,1,1,78.9,3
1,7.33,0.1,2,3,19,1,1,4,2,7,4,1,0,98.0,2
3,10.0,3.1,4,0,12,3,4,2,1,0,2,1,1,88.8,3
2,7.38,8.7,6,3,13,0,3,2,6,1,2,1,0,98.0,3
2,8.74,1.3,0,2,17,1,7,2,3,0,4,1,1,69.0,2
0,8.22,0.2,2,0,13,3,2,1,2,1,1,0,1,73.7,0
3,8.62,4.9,2,2,18,3,5,3,2,1,1,1,0,81.7,3
2,8.75,4.4,1,4,15,3,4,3,2,1,0,1,1,94.8,3
2,7.72,6.1,3,1,14,3,2,2,2,1,1,1,1,81.9,3
2,7.39,2.9,6,0,13,4,2,1,1,2,0,1,1,92.8,3
2,9.49,0.8,3,1,17,1,3,2,7,0,1,1,1,93.5,2
2,9.69,0.2,2,1,13,8,0,1,1,0,0,1,1,72.2,1
3,8.42,0.3,2,1,19,0,2,4,1,8,2,0,1,90.6,3
3,8.57,6.4,6,1,21,3,7,4,2,1,1,1,1,93.4,3
3,8.83,2.8,0,2,12,3,2,1,2,2,2,0,1,85.7,3
1,8.02,1.2,4,1,12,2,4,2,2,1,2,1,1,73.3,1
2,10.0,0.2,1,0,9,4,1,2,1,0,4,1,1,76.2,2
2,9.58,1.4,3,3,17,2,7,3,1,1,2,0,1,79.9,2
2,8.67,1.0,3,3,16,3,4,2,3,0,0,1,1,82.9,3
2,7.65,0.4,1,1,15,3,6,3,2,0,5,1,1,70.4,2
2,7.4,3.9,2,0,14,0,1,3,1,5,1,1,0,79.9,2
2,7.95,1.2,1,2,17,4,5,2,2,1,0,1,0,69.6,2
3,8.07,8.1,2,1,16,0,2,3,2,5,1,1,1,83.1,3
2,9.05,2.2,4,2,12,3,2,1,2,2,1,1,1,86.4,2
3,9.12,1.3,1,1,20,2,7,4,3,1,0,0,1,67.6,3
2,8.76,1.5,4,1,11,0,2,2,4,0,4,1,1,71.2,3
3,8.44,2.0,5,1,16,2,7,2,3,1,1,1,0,61.2,3
0,7.26,0.4,2,0,18,4,5,2,2,1,0,1,0,63.9,1
2,8.3,6.7,3,1,15,3,5,2,2,0,3,1,1,79.0,3
2,8.11,2.0,1,5,11,2,2,2,1,1,5,1,1,56.6,3
3,8.11,1.4,4,2,15,4,3,2,2,2,5,1,1,89.2,3
3,6.98,3.2,4,3,20,6,5,2,2,1,2,1,1,98.0,3
3,8.26,1.0,3,3,15,8,1,1,1,0,3,1,0,71.3,2
2,7.79,4.3,2,1,12,0,1,4,1,4,0,1,1,83.3,2
1,8.38,0.2,3,1,12,7,0,2,1,0,3,1,1,63.2,2
2,8.32,1.8,2,2,10,2,2,1,1,1,2,1,1,80.1,2
1,7.75,1.8,5,1,12,0,2,2,2,5,0,0,1,81.6,1
3,8.62,3.8,1,1,13,3,3,1,1,2,1,1,1,81.4,3
3,9.21,3.9,2,2,16,1,1,3,1,7,3,1,1,91.3,3
2,9.8,2.0,1,0,13,4,3,2,1,1,1,1,1,92.8,1
0,6.79,2.3,3,0,12,3,2,1,1,2,1,1,1,61.7,1
3,9.09,1.0,4,2,13,3,4,3,1,1,3,1,1,75.7,3
1,7.06,1.6,2,0,13,3,3,2,1,1,2,0,0,73.9,2
2,7.09,5.3,8,2,17,5,5,2,1,1,2,0,1,98.0,3
2,8.13,0.2,2,1,15,9,1,1,0,0,1,1,1,72.5,1
2,7.23,0.2,4,0,12,9,0,1,1,0,2,0,1,71.6,1
4,8.37,2.9,3,2,16,3,4,3,2,0,2,0,1,78.1,3
2,7.43,1.8,1,1,17,1,1,3,2,8,3,0,1,66.6,2
2,9.33,3.4,3,1,14,7,1,2,1,0,2,1,1,81.5,2
3,6.99,1.1,7,3,10,0,3,1,4,0,2,0,0,64.4,3
3,9.8,1.1,2,1,15,0,2,3,2,7,5,0,1,79.5,3
3,10.0,1.8,2,0,13,1,2,1,7,0,0,1,1,70.7,3
3,9.81,1.3,0,2,15,8,1,2,1,0,3,1,1,74.4,2
2,6.83,8.3,1,1,20,1,7,4,3,1,2,1,1,98.0,3
2,9.21,0.9,0,1,14,5,3,3,1,0,1,1,1,76.0,1
2,8.77,0.1,6,1,17,0,1,2,2,8,2,1,1,68.6,2
3,9.31,0.1,1,0,17,3,4,3,3,1,0,0,1,54.7,2
4,6.12,2.4,1,2,9,0,2,1,4,0,2,1,0,46.1,2
3,8.89,3.9,3,2,12,2,3,2,1,1,1,1,1,88.5,3
3,8.49,2.2,1,1,18,1,2,4,2,6,1,1,0,82.2,2
2,10.0,0.1,2,2,15,0,1,2,1,7,2,1,0,78.6,3
2,9.16,7.2,5,4,11,4,3,1,1,1,2,1,1,98.0,3
2,7.33,0.9,3,2,13,3,2,1,1,2,2,1,0,64.0,2
3,7.67,2.0,3,2,8,2,2,1,1,1,1,1,1,68.5,1
2,8.42,1.9,2,3,21,3,7,4,3,1,1,1,1,87.9,3
2,7.84,0.6,4,3,13,8,0,1,0,0,1,0,1,83.0,3
3,8.5,0.0,2,1,13,4,3,1,1,2,3,1,0,71.3,2
2,8.93,3.0,0,2,14,3,3,2,2,0,0,1,1,71.2,3
3,7.92,15.0,8,3,14,3,5,2,1,1,2,1,0,98.0,3
2,7.23,1.5,3,2,10,4,2,2,0,0,3,1,1,55.6,2
3,7.9,0.8,2,2,13,0,2,1,6,1,1,0,0,73.9,2
2,8.97,2.9,5,2,18,6,5,3,1,1,1,1,0,78.0,3
2,9.43,0.3,0,0,13,1,1,3,1,4,3,1,0,74.2,1
2,9.35,0.4,5,0,14,1,6,2,3,1,0,0,1,60.1,2
1,8.35,4.8,7,0,12,4,2,1,1,2,2,0,1,79.2,3
2,7.45,5.6,3,2,18,5,4,2,2,1,3,1,1,89.6,3
3,6.01,6.3,2,2,16,4,2,2,2,2,0,0,0,95.8,3
2,9.45,0.0,3,1,14,0,2,3,1,4,2,0,1,61.4,2
4,8.0,2.1,2,4,16,4,3,1,2,2,3,1,0,81.0,3
1,7.92,0.4,4,0,14,3,3,2,2,2,0,1,1,84.8,0
2,6.78,4.2,0,2,12,5,2,1,0,0,3,1,1,80.6,2
3,9.81,2.5,1,1,14,9,1,1,0,0,1,0,1,75.6,2
1,8.0,3.1,2,1,14,5,4,2,1,1,0,1,1,82.4,2
2,7.2,3.9,3,1,12,4,2,1,2,1,1,0,0,84.1,3
2,9.68,1.5,5,1,11,2,3,2,1,2,0,1,1,79.5,2
2,7.06,1.5,2,2,17,4,5,3,2,0,0,0,0,61.7,2
3,8.43,4.9,4,0,13,0,2,3,2,5,0,1,0,70.9,3
2,6.8,1.1,2,1,11,1,1,2,1,5,2,0,1,59.8,1
2,7.5,0.6,1,1,18,6,5,2,1,0,1,1,0,82.6,3
3,8.72,0.4,1,3,16,2,7,2,1,1,0,1,1,70.0,2
2,6.3,1.7,3,1,13,1,6,2,2,0,1,0,1,66.6,2
2,8.95,1.1,4,5,11,4,1,2,0,0,0,0,1,64.3,2
2,7.23,4.0,3,0,10,5,2,1,0,0,1,1,1,67.3,2
2,7.24,1.4,4,1,13,1,2,3,2,4,3,1,0,75.7,2
2,8.18,2.0,7,2,16,2,4,3,3,0,1,1,1,91.3,3
2,8.23,0.7,7,2,16,4,4,3,1,1,2,1,1,78.6,2
2,9.56,1.1,2,3,19,3,6,3,3,1,0,1,1,67.2,2
2,8.42,1.4,2,2,14,4,2,2,2,2,1,1,0,69.8,3
3,8.77,4.1,2,2,16,5,3,2,2,1,1,1,0,93.2,3
2,7.33,0.2,3,1,16,3,5,3,1,1,2,1,1,61.9,3
2,7.01,1.1,2,0,16,3,5,2,2,0,2,1,1,76.0,3
2,9.78,1.7,3,1,16,4,3,2,1,2,0,1,1,82.6,2
3,9.1,2.3,3,2,12,2,4,3,1,1,1,1,0,56.1,2
3,7.4,4.2,2,1,13,4,3,3,2,0,2,1,1,81.7,3
2,6.62,2.8,1,1,13,1,2,2,4,0,0,1,1,89.1,1
2,8.26,0.0,1,2,12,2,4,2,2,0,4,1,1,56.3,2
2,8.56,1.0,2,0,18,6,5,2,1,0,2,0,0,76.4,2
2,6.54,2.8,1,1,14,9,2,1,0,0,0,0,0,75.1,1
2,8.38,1.7,3,0,12,6,0,2,1,0,2,1,1,51.1,1
3,10.0,4.1,3,2,15,2,5,3,3,1,2,0,1,62.0,3
2,7.52,1.1,2,2,18,1,2,3,1,8,2,0,1,83.4,2
3,9.32,2.7,5,1,14,5,4,2,1,0,2,1,1,81.2,3
3,8.91,1.4,1,1,17,1,6,3,3,1,1,1,0,77.6,2
2,7.6,3.2,2,3,12,1,1,1,7,1,3,1,0,78.8,3
2,8.56,0.2,3,1,18,1,2,3,1,7,1,0,1,70.8,1
2,8.93,7.6,3,3,12,9,0,1,1,0,3,1,1,74.7,3
2,9.58,0.1,3,1,10,3,3,2,1,0,0,1,1,52.0,2
2,6.63,0.8,3,0,13,0,3,1,5,0,1,1,1,64.1,2
2,8.44,1.2,2,1,13,4,3,2,1,1,2,1,0,71.8,2
1,6.66,2.9,3,0,13,9,0,1,0,0,0,0,1,71.1,2
3,8.42,2.1,3,0,15,5,3,3,1,0,2,1,0,89.4,2
2,7.94,3.8,2,0,12,3,4,2,1,1,1,1,1,93.8,2
2,8.27,2.5,4,0,11,6,2,1,1,0,2,0,1,69.3,2
2,9.44,1.7,1,3,14,3,4,3,2,1,0,0,1,75.6,2
3,8.59,2.4,2,3,9,5,0,1,0,0,2,1,1,71.8,3
1,7.09,1.5,3,0,13,3,5,3,1,0,1,0,0,80.7,2
3,6.31,6.9,1,2,15,3,4,2,2,0,2,1,1,86.7,3
4,9.0,3.2,5,5,16,9,2,1,1,0,1,1,0,90.7,3
2,9.6,2.1,3,2,18,2,7,3,3,1,3,1,1,92.2,3
