education,cgpa,projects,internships,experience,skills_count,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,has_github,has_linkedin,resume_length,certifications,achievements,ats_keywords,action_verbs,leadership,open_source,resume_score
2,7.37,3,0,0.5,17,4,3,3,2,1,1,1,411,1,0,15,9,0,1,97.4
2,9.35,3,3,2.9,11,3,3,2,1,1,1,1,570,0,1,19,8,0,0,98.0
2,8.49,2,1,2.2,14,3,2,2,2,1,0,1,652,1,0,18,5,1,0,98.0
3,7.97,2,2,2.7,15,3,4,3,1,1,0,0,642,2,1,16,6,0,1,98.0
4,9.83,6,3,3.4,16,6,4,2,1,0,1,1,709,0,1,17,5,0,1,98.0
1,7.03,4,0,4.9,8,1,1,1,4,0,0,0,792,1,0,9,7,1,0,95.3
0,6.39,2,1,1.3,16,1,2,4,1,4,0,1,636,1,2,20,4,0,1,88.0
2,9.74,1,2,0.4,16,0,2,2,2,6,1,1,491,3,1,14,5,1,0,98.0
2,8.58,3,0,2.4,17,1,7,4,3,0,0,1,617,2,1,21,4,0,0,98.0
0,8.05,1,1,0.3,9,1,1,2,4,0,0,1,462,1,2,14,5,0,0,70.2
2,7.73,4,2,1.7,10,1,1,1,4,0,1,0,631,2,0,13,4,0,0,98.0
2,7.34,6,1,3.1,19,1,6,4,3,1,1,0,634,5,0,15,11,0,0,98.0
2,6.75,1,0,6.0,14,3,3,1,2,1,1,1,523,0,1,10,8,1,0,98.0
3,10.0,3,1,1.3,13,2,2,2,2,1,1,1,445,2,2,15,7,0,1,98.0
3,9.18,5,0,0.4,16,3,4,2,2,1,1,1,598,4,2,20,5,0,0,98.0
4,7.66,6,2,1.6,15,5,3,3,1,0,1,0,628,4,0,12,2,0,1,98.0
2,8.08,6,0,5.3,11,0,1,2,6,0,1,1,667,2,1,12,12,1,0,98.0
2,7.86,2,1,0.2,18,5,5,2,1,1,0,0,593,0,1,18,3,1,1,92.9
3,6.75,2,0,2.9,15,6,3,3,2,0,1,1,563,2,1,21,3,1,0,98.0
1,8.74,2,1,3.8,16,1,3,2,6,1,1,1,702,0,0,21,8,1,0,98.0
2,6.61,7,2,4.9,18,5,4,3,2,1,1,1,746,1,0,24,7,0,1,98.0
3,7.14,4,2,3.1,12,3,3,3,1,1,1,1,448,5,1,14,7,0,0,98.0
3,8.56,0,3,5.2,16,4,3,2,1,2,1,0,519,2,0,19,7,0,1,98.0
3,9.48,3,2,2.0,14,4,3,1,2,2,1,1,602,4,2,7,6,1,1,98.0
2,7.22,3,1,1.8,15,1,1,3,1,6,0,1,390,0,0,16,5,1,1,91.1
3,8.1,2,1,2.5,9,6,1,1,0,0,1,1,512,3,0,16,6,0,0,93.3
2,8.01,6,0,4.1,10,1,1,2,4,0,1,1,643,5,3,16,7,1,1,98.0
2,7.6,2,0,2.6,12,4,2,2,2,1,1,1,497,1,1,17,8,1,0,96.9
2,7.96,2,2,2.2,14,7,2,1,1,0,0,1,504,1,3,17,8,0,0,98.0
2,7.61,4,3,2.2,11,0,2,2,5,0,1,1,675,2,1,12,5,1,1,98.0
2,8.94,7,1,2.9,11,3,2,1,2,2,1,1,772,3,1,15,5,0,0,98.0
2,8.31,1,0,0.6,16,5,3,2,1,1,1,1,644,1,0,10,3,0,1,83.0
2,7.73,10,4,9.2,8,6,0,1,0,0,1,1,999,3,1,14,11,0,1,98.0
2,9.14,2,1,0.3,13,4,2,1,1,1,1,0,556,0,1,11,5,0,0,82.6
2,9.04,3,0,1.6,11,2,2,2,1,2,1,1,578,1,0,14,5,1,0,95.1
2,8.22,4,1,2.5,18,0,2,4,1,7,0,1,656,3,0,17,6,1,0,98.0
3,5.41,3,4,2.7,14,5,5,2,1,0,0,1,407,1,1,14,9,0,0,98.0
2,8.14,1,2,0.3,16,1,1,2,2,6,0,1,496,2,3,10,3,0,0,94.1
2,7.42,2,0,0.9,14,1,4,4,2,0,1,1,445,1,0,16,5,0,1,86.7
2,6.82,2,0,3.5,13,1,5,3,3,0,1,1,510,1,0,14,6,0,0,90.7
2,8.22,2,2,0.1,13,7,0,2,0,0,0,0,551,1,0,13,3,0,0,78.3
2,7.86,1,0,0.1,14,1,4,4,3,1,1,0,353,2,2,14,2,0,1,80.3
3,7.96,4,2,4.5,15,1,1,4,2,5,1,1,777,2,3,17,13,1,0,98.0
3,8.31,3,0,4.1,21,6,5,3,2,1,1,1,568,3,1,22,8,1,0,98.0
2,8.36,5,3,10.5,11,3,3,3,1,0,1,1,854,1,0,15,12,1,0,98.0
3,7.86,6,1,9.0,12,0,1,2,1,7,1,1,772,2,2,18,10,0,1,98.0
2,8.18,4,2,0.2,13,1,1,2,1,7,0,1,733,1,3,11,3,0,0,96.2
1,7.7,3,2,0.7,13,4,2,2,1,0,1,0,516,2,1,20,2,1,1,96.5
2,8.46,3,3,1.5,14,3,4,3,1,0,0,0,655,4,1,10,2,1,0,98.0
3,8.45,2,1,2.4,14,8,0,2,0,0,1,1,570,2,1,18,4,0,1,98.0
3,10.0,4,1,2.8,13,1,3,1,5,1,0,1,650,0,1,12,7,1,0,98.0
3,7.97,5,0,2.7,14,4,4,3,1,1,0,1,656,2,0,15,5,0,0,98.0
2,7.38,6,0,4.4,17,3,7,3,1,1,1,0,627,2,3,18,10,1,1,98.0
2,7.58,2,2,2.7,11,5,0,2,0,0,0,1,729,1,1,9,3,1,0,91.1
2,8.79,3,3,3.2,13,0,1,4,1,6,1,1,563,2,1,15,6,1,0,98.0
2,6.32,3,3,1.3,14,1,2,3,1,4,0,0,390,0,2,16,2,0,1,89.0
3,8.46,5,1,5.6,17,2,6,2,3,1,1,0,732,3,2,20,6,1,0,98.0
2,8.71,4,2,11.3,17,3,6,2,2,0,1,1,709,2,1,20,10,1,1,98.0
2,7.17,1,3,4.7,16,2,5,2,2,1,1,1,655,2,0,20,8,0,0,98.0
3,9.04,1,3,2.9,10,1,2,1,5,0,1,1,654,3,3,18,9,0,0,98.0
2,8.84,3,0,1.9,12,8,1,1,0,0,1,1,539,3,0,14,5,0,0,95.7
2,7.79,3,3,6.0,21,3,7,4,3,1,1,0,609,1,1,20,8,0,0,98.0
2,7.91,3,0,0.6,14,1,5,2,3,0,0,1,461,0,1,16,4,0,0,82.9
1,7.58,1,0,1.1,16,1,2,4,1,7,1,1,629,3,2,19,3,0,0,93.9
2,8.8,2,2,1.1,17,0,2,4,1,8,0,1,460,0,1,19,3,0,0,98.0
1,6.76,1,0,0.8,15,1,5,3,3,1,1,1,435,2,0,17,5,0,0,79.1
3,6.95,2,2,1.3,8,1,1,1,4,0,1,1,572,0,2,8,3,1,0,87.5
2,6.94,2,0,2.7,14,3,3,1,2,1,1,1,727,3,1,19,4,0,1,98.0
2,7.17,4,3,0.7,14,0,3,1,7,1,0,1,480,2,0,11,5,0,0,98.0
2,7.26,4,3,0.9,16,2,6,4,2,0,0,1,576,1,0,20,3,1,0,98.0
3,8.59,0,1,1.2,14,2,3,2,2,2,0,1,535,0,0,17,7,0,0,80.5
2,6.39,3,0,0.1,12,5,2,2,1,0,0,0,492,2,0,15,5,0,0,72.8
3,8.6,2,2,4.6,15,0,1,2,7,1,1,1,641,2,2,12,10,0,1,98.0
2,8.57,2,1,0.5,12,0,2,2,5,0,1,1,567,5,1,16,3,0,0,95.5
3,8.94,2,5,8.4,14,1,3,2,4,0,1,0,754,1,1,21,9,1,0,98.0
2,8.03,0,2,1.9,15,9,1,1,0,0,0,1,550,1,2,19,5,0,0,88.0
2,9.8,5,1,0.6,16,0,3,2,7,0,0,1,597,3,1,15,4,0,0,98.0
2,8.31,2,1,0.1,16,1,7,4,2,1,1,1,412,2,1,15,7,0,0,97.9
3,8.29,0,1,1.1,11,2,3,1,2,1,0,1,449,2,1,11,6,0,0,78.3
2,7.54,1,1,2.7,15,0,1,3,2,5,1,0,691,0,0,14,7,0,0,91.1
1,10.0,1,0,3.7,10,8,0,1,0,0,1,0,581,1,0,14,6,0,0,87.3
2,9.13,3,0,0.1,14,4,3,1,2,1,0,1,433,3,0,13,5,0,0,90.2
2,8.53,1,1,1.2,11,0,3,1,5,1,1,1,480,3,0,11,7,0,0,86.3
2,8.5,2,0,2.5,17,3,5,2,3,1,1,1,544,4,0,17,5,1,0,98.0
3,8.46,2,1,2.9,17,4,5,2,2,0,0,0,620,3,2,10,8,0,0,98.0
2,6.42,6,2,3.6,11,3,2,1,1,2,0,1,664,3,1,17,9,0,0,98.0
2,10.0,1,4,1.4,15,1,1,2,1,8,1,1,531,3,2,21,6,0,1,98.0
2,7.57,4,1,1.2,19,1,2,4,2,6,1,1,545,3,1,15,2,0,1,98.0
3,8.22,1,1,0.1,17,4,5,3,1,0,1,1,372,1,3,16,3,0,1,98.0
1,6.95,2,1,1.1,18,0,2,4,1,7,0,1,553,1,2,13,7,0,1,95.4
1,8.29,1,1,1.9,11,3,2,2,2,1,0,1,510,1,2,13,9,0,0,87.4
2,8.47,2,0,2.1,12,4,2,2,1,1,0,1,616,1,1,16,3,0,0,85.7
0,8.67,5,1,0.3,11,3,2,2,1,1,0,1,454,1,0,9,7,0,0,86.9
3,7.53,7,3,6.6,9,6,0,1,0,0,1,1,901,0,2,16,9,0,0,98.0
2,7.31,2,0,4.1,17,5,5,3,1,1,1,0,585,0,2,21,5,0,1,98.0
2,8.67,4,0,4.8,18,0,1,3,2,8,1,0,727,1,2,15,8,1,0,98.0
3,7.33,3,0,1.3,18,5,5,3,2,1,0,1,335,2,2,18,4,1,1,98.0
1,7.77,3,1,2.1,12,2,3,2,2,1,0,1,555,0,2,14,4,0,0,88.2
3,5.36,3,0,4.5,17,1,2,3,1,6,1,1,582,2,2,17,7,0,0,98.0
2,8.0,2,3,0.4,13,7,2,1,0,0,1,0,339,3,2,15,4,0,0,93.9
2,7.34,1,2,0.3,18,6,5,2,2,1,0,1,407,1,2,15,4,1,0,92.7
2,8.15,2,0,3.1,14,3,2,2,2,2,1,1,608,2,0,20,4,0,0,98.0
2,6.77,4,0,1.8,17,5,5,3,2,0,0,1,489,3,2,22,7,0,0,98.0
1,7.48,2,2,2.9,14,4,5,2,2,0,1,1,677,3,0,11,2,0,0,98.0
2,9.28,0,2,0.4,9,0,1,2,1,4,1,1,557,2,1,12,7,0,0,81.8
1,8.64,2,0,2.2,13,1,3,2,4,0,1,1,630,1,0,12,4,0,0,84.2
2,9.39,1,0,0.1,14,1,5,2,3,0,0,0,541,1,0,17,6,0,0,78.1
2,6.89,3,1,2.1,17,1,1,4,2,6,0,1,572,1,2,17,5,0,0,98.0
2,5.16,3,1,0.5,14,4,2,2,2,1,1,1,423,0,1,13,2,0,1,77.6
1,9.89,1,1,1.3,12,0,1,2,5,0,1,1,633,2,1,7,8,0,0,93.4
2,7.76,1,0,1.7,14,7,0,2,1,0,1,1,573,2,0,13,3,0,1,84.6
2,8.05,3,1,1.1,13,5,1,2,1,0,1,1,717,2,0,16,4,0,0,94.8
2,7.83,0,2,0.7,14,7,2,1,1,0,1,1,479,1,1,13,8,0,0,85.7
3,8.48,6,1,3.4,9,3,2,1,1,1,1,1,715,0,0,14,7,0,0,98.0
0,6.24,3,0,2.8,14,1,2,4,2,4,1,0,477,2,1,13,9,0,0,93.2
2,9.81,1,0,1.1,13,3,2,2,1,2,0,1,460,0,1,14,0,0,0,76.9
3,10.0,2,6,2.0,11,6,2,1,1,0,0,1,538,5,1,16,7,0,0,98.0
2,9.39,0,1,2.1,13,6,2,2,0,0,1,1,327,3,2,17,3,0,0,92.9
2,7.4,2,1,0.1,14,1,2,2,1,5,1,1,381,0,0,16,4,0,0,80.1
2,9.45,2,0,1.1,11,3,2,1,2,2,1,1,695,2,1,7,6,0,0,94.0
1,6.95,3,0,4.1,9,4,1,2,0,0,1,1,558,1,1,12,9,0,1,92.9
2,6.59,5,0,0.7,10,4,1,1,0,0,0,1,539,1,1,7,5,0,0,83.4
2,9.0,1,0,0.6,15,3,4,2,2,1,1,1,515,1,0,13,6,0,0,84.6
3,8.43,8,3,10.3,14,6,3,2,1,1,1,1,764,4,2,20,10,0,0,98.0
2,8.34,3,2,0.7,17,4,4,3,1,1,0,1,777,1,2,17,4,1,0,98.0
3,8.22,3,3,1.7,14,3,5,3,1,1,1,1,622,4,2,12,6,0,0,98.0
2,8.72,3,4,1.9,16,5,5,3,1,1,0,1,663,2,0,16,5,0,0,98.0
2,10.0,1,1,2.3,11,0,1,1,7,0,0,1,560,2,0,14,4,0,0,94.1
2,9.22,1,2,1.3,13,4,4,2,2,0,1,1,417,1,1,12,1,0,0,90.0
2,7.84,4,1,0.4,19,1,2,4,2,7,1,0,527,0,2,22,2,0,1,98.0
3,7.68,3,0,2.9,20,6,5,3,2,1,1,1,703,1,2,15,5,0,0,98.0
1,7.12,2,0,0.1,15,4,3,2,2,1,1,1,661,1,2,17,3,0,0,81.4
2,8.97,2,1,1.5,14,8,2,2,0,0,0,1,540,1,0,15,4,0,0,88.8
3,10.0,5,0,2.6,14,1,3,1,7,1,1,1,648,1,1,13,5,0,1,98.0
1,8.21,6,2,0.8,10,7,0,1,1,0,1,1,579,0,0,14,2,0,0,93.7
4,7.32,2,0,3.0,15,0,1,3,2,6,1,1,590,0,2,16,5,0,1,98.0
2,7.36,1,1,6.4,16,3,5,2,2,1,1,1,648,0,1,21,5,1,0,98.0
2,9.03,5,3,1.7,11,1,3,2,4,0,1,1,578,1,4,12,5,0,0,98.0
3,6.97,4,1,2.7,10,0,1,2,5,0,1,1,653,1,1,11,5,0,1,98.0
2,9.42,0,0,2.0,12,1,2,2,6,0,1,1,539,2,0,15,4,1,0,89.8
4,8.38,4,2,1.1,12,2,3,2,2,2,0,0,620,2,2,17,3,1,0,98.0
1,7.22,3,3,0.4,16,1,3,1,6,1,1,1,533,2,1,9,1,0,1,98.0
0,7.89,0,0,2.1,15,1,2,1,7,1,1,1,636,0,0,19,4,0,1,83.4
1,8.48,2,0,0.1,14,3,3,2,2,2,1,0,428,1,0,16,4,0,1,80.6
2,7.88,3,3,4.4,11,4,2,1,2,1,1,1,553,0,2,14,12,1,0,98.0
2,8.31,4,0,5.2,13,1,4,2,1,1,1,1,811,0,1,17,8,0,0,98.0
2,8.41,0,1,1.4,12,6,1,2,1,0,0,1,423,2,1,16,4,0,0,80.7
4,8.02,1,0,0.0,12,0,1,2,1,4,0,0,442,2,0,13,0,0,0,65.7
2,9.39,1,2,0.3,20,1,2,3,2,8,1,1,470,1,4,25,3,0,0,98.0
0,6.88,1,0,0.4,11,2,2,1,2,2,1,0,432,0,0,12,5,0,0,61.4
2,7.68,4,0,0.3,17,3,5,3,1,1,0,1,443,1,0,11,4,0,0,90.6
3,7.24,2,1,0.1,13,1,1,3,1,5,0,0,508,2,1,12,2,0,1,83.3
1,6.09,2,1,3.0,17,1,5,3,3,1,1,0,439,1,4,21,8,0,0,98.0
3,8.02,0,0,2.0,9,0,1,1,5,0,1,0,490,5,1,10,4,1,0,90.9
3,7.92,2,1,2.6,20,2,7,4,3,1,1,1,466,1,1,20,2,0,0,98.0
2,7.49,5,1,5.6,14,0,3,2,7,0,0,1,567,4,1,18,3,1,0,98.0
2,8.4,5,3,2.3,16,1,2,4,2,6,1,1,690,1,4,26,5,0,1,98.0
3,10.0,5,0,0.6,15,4,4,2,1,1,1,1,621,0,1,16,5,0,1,98.0
2,6.92,4,0,2.7,16,4,4,3,1,0,1,1,682,1,1,18,3,0,0,98.0
3,7.73,2,3,3.6,18,0,2,3,1,8,1,1,614,4,2,22,9,0,0,98.0
2,7.57,3,2,1.5,15,1,3,2,6,0,1,1,693,0,0,14,8,1,0,98.0
3,10.0,4,1,0.5,18,5,5,3,2,1,1,1,568,4,2,19,2,0,0,98.0
2,7.63,3,2,3.0,15,4,4,3,2,0,1,1,694,0,0,20,5,0,0,98.0
3,8.04,3,0,6.8,15,4,5,2,1,1,1,1,728,0,1,17,9,0,1,98.0
0,6.82,1,3,1.7,13,3,3,2,2,1,1,1,613,1,1,19,4,0,0,84.3
2,6.99,1,1,2.5,14,2,2,2,2,2,1,1,582,2,2,14,7,1,0,98.0
3,9.57,3,3,0.3,17,0,1,4,2,7,0,1,391,0,0,19,2,0,0,98.0
2,7.74,1,0,1.4,11,0,3,2,5,0,1,1,616,1,2,12,3,0,1,82.9
2,7.93,2,0,1.5,16,0,1,3,2,6,1,0,587,2,1,17,3,0,0,94.8
2,9.05,2,2,2.2,17,4,5,2,1,1,1,1,461,0,2,15,5,0,0,98.0
2,9.03,4,0,1.5,15,2,5,3,3,1,1,0,411,3,2,18,6,1,0,98.0
3,7.61,3,2,2.6,16,4,5,2,1,1,1,1,712,3,1,15,4,0,0,98.0
2,7.39,3,0,4.6,13,3,3,2,1,0,1,1,524,2,2,21,9,1,0,98.0
3,9.01,1,1,0.2,13,3,2,2,2,1,1,0,447,2,2,19,1,1,0,95.4
2,6.64,2,0,1.1,15,0,1,4,2,4,0,1,435,2,2,14,7,0,0,88.0
2,8.49,4,0,3.0,13,3,4,4,1,0,1,1,544,0,2,8,9,1,0,98.0
3,8.42,1,2,0.1,15,1,1,4,2,5,1,1,361,0,2,15,5,0,0,89.1
2,8.6,1,1,1.1,17,5,4,2,1,1,1,0,580,0,1,12,7,0,0,87.6
1,7.73,1,1,0.2,17,3,7,3,3,0,0,1,573,1,0,18,5,0,0,82.0
2,7.55,2,0,0.4,16,1,3,1,7,1,1,1,426,4,1,16,5,0,0,95.4
3,9.37,4,1,0.9,13,1,3,1,7,0,1,1,507,3,0,16,3,0,1,98.0
3,7.46,1,1,3.6,12,4,2,2,1,1,0,1,750,0,2,18,8,0,0,97.5
2,8.93,5,2,5.6,15,2,5,2,1,1,1,1,751,0,2,16,9,1,0,98.0
2,7.7,3,3,5.4,13,0,1,3,1,5,1,1,604,1,0,24,7,0,1,98.0
3,9.57,8,2,12.4,11,6,1,1,1,0,1,1,999,2,3,25,15,1,0,98.0
2,8.44,8,1,3.3,7,4,0,1,0,0,1,1,691,4,0,8,4,0,1,98.0
1,8.49,3,0,8.8,14,4,3,2,1,1,1,1,662,1,0,15,9,0,1,98.0
1,7.63,2,3,4.4,14,1,2,2,4,1,0,0,593,0,1,17,7,0,0,98.0
0,7.24,1,0,0.5,13,0,1,4,1,6,0,1,544,0,1,20,3,0,1,69.1
2,6.7,3,0,0.2,12,9,0,1,1,0,0,1,402,1,2,11,9,0,0,88.4
2,7.9,5,0,2.8,14,3,5,2,1,1,0,1,628,1,1,19,7,1,0,98.0
2,8.16,6,2,0.8,17,0,2,3,2,6,0,1,614,0,0,14,2,0,0,98.0
2,8.76,3,1,2.0,12,5,2,1,1,0,1,1,478,1,2,14,6,0,1,98.0
2,8.75,2,0,0.1,17,5,5,3,1,1,0,1,636,1,3,20,2,0,0,92.9
2,6.28,6,1,1.3,13,1,3,2,4,0,0,1,645,0,1,18,8,1,0,98.0
1,7.44,2,2,1.0,15,0,3,2,7,1,1,1,531,2,2,19,2,0,0,96.3
2,7.16,3,1,1.5,15,5,3,3,2,0,1,0,687,0,0,15,7,0,0,92.1
2,7.46,1,2,0.1,15,4,5,2,2,0,0,1,477,3,2,20,7,0,0,93.1
2,7.08,1,2,2.5,16,0,2,3,1,6,1,1,440,1,1,16,7,0,1,98.0
2,7.41,2,3,1.4,18,1,7,3,3,1,0,0,469,2,0,20,8,1,0,98.0
1,7.48,2,2,2.7,11,1,3,1,5,0,1,0,582,1,1,14,9,1,1,98.0
2,9.46,4,0,0.4,19,6,4,2,2,1,1,0,488,2,0,18,6,0,0,98.0
2,8.98,2,1,0.8,15,5,4,2,1,0,1,1,543,1,1,20,6,0,0,98.0
2,7.02,1,1,2.3,10,3,2,1,1,2,1,0,566,0,1,13,8,0,1,81.2
3,8.64,2,3,2.1,19,1,2,3,1,8,1,1,549,1,0,16,8,0,1,98.0
2,5.93,2,1,0.7,10,2,3,1,1,2,1,1,424,2,1,16,1,0,0,76.5
3,8.39,2,0,2.7,13,2,3,2,1,2,1,1,725,3,0,14,11,0,0,98.0
2,8.17,4,1,4.4,16,3,4,3,2,0,1,1,796,2,1,16,6,0,1,98.0
2,8.37,1,2,1.8,16,3,3,2,2,2,0,0,401,2,2,13,4,0,0,91.1
2,9.93,2,0,1.2,11,3,3,1,2,1,0,1,604,2,3,15,4,1,1,98.0
2,9.26,1,1,2.7,10,5,1,1,1,0,1,1,566,0,3,14,6,0,1,98.0
3,7.99,4,3,6.5,18,6,4,2,2,0,1,1,652,4,2,17,14,0,0,98.0
3,7.58,7,0,7.7,18,3,5,3,2,1,1,1,909,1,1,20,10,0,0,98.0
2,8.29,2,0,3.6,16,2,5,4,2,0,1,1,620,3,3,20,9,1,0,98.0
3,8.85,9,0,6.7,16,2,7,2,3,1,1,1,793,1,2,17,9,1,0,98.0
2,7.66,0,2,0.3,15,1,5,4,3,0,1,0,513,0,0,15,5,0,0,75.7
2,10.0,2,2,0.8,13,3,3,2,1,0,1,1,516,1,3,17,2,0,0,98.0
0,7.98,4,1,0.5,12,3,3,2,2,1,0,1,604,0,0,11,5,0,0,79.0
3,7.57,1,5,0.5,15,2,6,2,3,1,1,1,474,1,3,11,3,0,0,98.0
1,7.96,2,1,4.6,18,1,2,3,1,7,1,1,514,1,1,20,8,1,0,98.0
3,8.43,3,0,4.5,9,0,3,1,4,0,1,1,651,1,0,17,5,0,0,98.0
3,7.42,6,0,0.3,14,3,3,2,2,2,1,1,666,2,2,16,2,0,1,98.0
3,8.26,1,2,3.4,12,4,2,1,2,2,0,1,669,3,2,20,4,1,0,98.0
2,8.38,2,2,1.2,20,1,7,4,3,1,0,1,358,3,2,16,6,1,0,98.0
1,8.17,5,2,1.8,11,6,1,2,0,0,1,1,589,1,2,12,2,0,1,98.0
2,7.98,2,1,1.5,18,4,5,3,2,1,1,0,541,3,2,22,3,0,0,98.0
0,8.88,3,1,0.6,9,4,1,2,1,0,0,0,557,0,0,18,2,0,0,72.2
2,8.64,3,3,2.7,12,3,2,2,2,2,0,1,693,1,2,12,4,0,0,98.0
0,6.83,0,1,0.8,13,1,5,4,2,0,1,1,605,0,0,16,2,0,0,65.3
2,9.11,2,1,0.4,19,3,6,4,1,1,1,1,366,4,0,13,7,1,0,98.0
2,7.37,3,0,0.4,16,8,2,2,0,0,0,1,654,1,0,15,6,0,0,90.2
1,7.89,5,1,1.6,10,3,2,1,1,2,1,0,627,3,2,11,8,0,0,98.0
2,7.72,4,0,10.4,19,1,1,3,2,8,1,1,759,1,1,22,12,1,1,98.0
2,7.53,4,0,2.9,14,1,1,4,1,4,1,0,637,3,0,16,3,0,1,98.0
2,7.0,2,5,1.7,11,3,2,2,1,2,1,0,696,1,1,18,5,0,1,98.0
3,8.56,1,0,0.1,12,2,3,1,2,2,0,1,514,0,1,15,8,0,0,75.3
3,7.44,2,2,1.0,14,2,4,3,1,0,1,1,472,0,1,16,4,1,1,95.8
2,9.18,0,2,1.4,14,9,2,1,0,0,1,1,488,1,1,19,6,1,1,98.0
1,6.03,1,0,1.9,17,6,4,3,2,0,0,1,558,2,1,25,5,0,1,89.6
3,8.41,1,2,4.1,13,3,2,2,1,1,1,1,682,3,2,14,8,1,0,98.0
2,6.22,1,0,1.6,11,7,2,1,0,0,1,1,548,1,0,17,7,0,0,73.4
3,7.16,5,1,7.0,10,2,2,1,1,1,0,1,740,1,1,11,12,1,0,98.0
1,8.6,0,2,1.0,14,1,1,2,1,7,0,0,460,0,1,18,5,0,0,76.1
2,6.39,2,0,0.4,17,3,7,2,1,0,0,1,464,0,1,13,5,1,0,82.5
0,8.65,5,1,0.6,16,3,4,3,1,1,1,0,610,0,0,13,8,0,1,98.0
3,7.21,0,1,0.3,9,5,0,1,1,0,0,0,597,4,1,16,3,0,0,75.3
0,7.88,7,1,0.0,16,0,1,3,2,8,0,1,699,2,0,14,5,0,0,98.0
3,9.4,0,3,0.5,18,5,4,3,2,1,1,1,495,0,0,19,5,0,0,98.0
2,8.19,1,2,0.1,18,1,2,4,1,8,1,1,597,2,0,13,5,1,1,98.0
2,8.44,1,1,0.1,15,4,3,1,1,2,1,1,513,1,1,17,5,0,1,89.8
2,6.88,10,2,9.7,11,0,1,2,5,1,1,1,966,3,2,20,10,0,0,98.0
1,7.74,6,0,1.0,16,9,1,1,1,0,1,1,675,3,2,12,4,0,0,98.0
2,8.99,1,0,1.7,14,1,1,2,6,1,1,0,559,3,0,15,2,0,0,91.4
3,8.17,3,2,1.2,14,3,3,2,1,2,1,1,544,1,0,6,7,1,0,98.0
4,7.49,1,1,0.8,14,3,5,2,2,0,1,0,570,2,0,14,7,0,0,86.0
0,5.67,2,1,1.0,13,0,1,2,6,1,1,1,523,3,0,16,4,0,1,85.0
2,7.61,3,2,2.9,16,6,3,3,2,1,1,1,696,1,0,23,1,0,1,98.0
2,6.66,2,1,1.6,9,4,1,2,1,0,1,0,693,1,0,12,4,0,0,73.7
2,8.34,2,0,1.9,13,4,2,1,2,2,1,1,598,2,1,14,3,0,0,92.8
2,6.55,2,1,1.1,20,1,2,4,1,8,1,1,398,0,2,19,4,0,0,95.9
2,6.2,2,0,1.1,15,4,5,3,1,0,0,1,375,1,1,9,4,0,0,78.6
1,8.49,2,0,5.2,16,3,4,3,2,1,1,1,542,2,0,16,9,0,1,98.0
2,6.41,0,4,0.2,15,4,2,2,2,1,1,0,472,0,2,12,3,0,0,75.5
2,6.89,0,1,2.2,15,5,4,3,1,0,0,1,422,1,1,17,5,0,0,81.5
3,9.23,1,3,2.0,14,2,2,2,2,2,0,1,649,3,2,17,7,0,0,98.0
2,9.39,4,0,13.1,15,1,5,4,1,1,1,1,790,3,2,19,14,1,0,98.0
1,6.22,1,0,2.1,8,5,1,1,0,0,0,1,617,3,1,9,3,0,0,65.3
3,9.88,4,0,4.5,17,5,4,3,2,0,1,1,766,3,2,24,10,0,0,98.0
2,8.02,2,2,7.3,15,3,4,2,2,0,1,1,693,0,0,24,10,1,1,98.0
1,8.13,3,2,1.2,17,5,5,2,1,1,0,0,555,1,2,19,2,0,0,95.3
3,5.6,2,0,1.6,7,4,0,1,0,0,0,1,460,1,0,7,2,1,0,66.0
2,8.31,3,1,0.0,13,0,3,1,6,1,1,1,617,1,2,10,1,0,1,93.5
2,8.69,3,1,0.3,12,0,2,2,1,4,1,0,533,1,0,13,3,0,0,81.8
0,8.46,2,0,0.0,20,6,5,3,2,0,1,1,460,1,0,15,1,0,1,88.1
3,7.94,1,4,1.5,14,1,6,4,1,0,0,1,516,5,1,17,3,0,0,98.0
2,7.84,1,2,1.4,16,4,5,3,1,0,0,0,449,2,2,21,2,0,0,91.9
2,9.2,0,3,1.9,15,3,5,2,2,0,1,1,547,2,2,15,2,0,0,96.9
1,4.46,5,1,0.6,14,1,2,2,5,0,0,1,446,2,0,13,0,0,1,82.5
2,7.96,4,1,1.9,16,0,1,4,1,6,1,1,519,2,2,17,6,1,0,98.0
1,7.96,4,1,2.0,12,2,3,1,1,2,1,1,731,1,1,17,4,0,0,96.6
2,9.46,1,1,0.8,15,4,4,3,1,0,1,1,527,2,0,16,1,0,0,89.3
2,6.46,4,0,2.5,15,4,3,3,2,1,0,0,489,2,0,16,2,0,1,88.9
3,6.98,2,4,1.9,14,4,3,2,2,1,1,1,659,2,0,19,8,1,0,98.0
3,8.51,2,0,5.1,12,6,0,2,1,0,1,1,729,3,2,11,6,0,0,98.0
2,7.7,7,3,2.4,11,2,2,1,2,1,0,1,663,0,0,11,7,0,0,98.0
3,8.73,5,3,9.6,16,6,4,2,2,1,1,1,797,4,5,21,13,1,0,98.0
3,9.14,5,3,1.0,12,9,0,1,1,0,1,0,634,4,2,16,4,0,0,98.0
2,8.38,6,1,6.5,10,4,1,2,1,0,1,1,857,1,1,17,6,0,0,98.0
2,7.24,1,2,1.2,15,0,1,3,2,5,0,0,453,3,2,13,5,0,0,87.4
