skills_count,experience,projects,education,ats_keywords,action_verbs,resume_length,has_contact,has_sections,formatting_score,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,ats_pass
11,1.1,3,3,4,3,557,1,1,6.9,7,0,1,0,0,1
14,3.4,3,3,10,6,458,1,1,7.8,0,1,4,1,5,1
16,2.4,7,3,14,4,431,1,1,8.0,1,3,2,7,0,1
19,0.4,2,2,12,4,390,1,1,9.7,1,1,4,2,7,1
18,3.4,5,2,11,9,436,1,1,7.3,1,2,3,1,7,1
14,1.7,3,2,12,4,503,1,1,8.6,4,3,2,1,1,1
12,0.1,4,2,14,3,513,0,1,7.4,3,3,2,1,2,0
16,2.2,6,2,19,4,444,1,1,9.6,1,5,2,3,1,1
16,1.1,3,2,16,5,527,1,1,4.8,1,2,2,2,5,1
12,2.2,2,3,11,7,468,0,1,9.6,1,1,1,4,1,0
12,4.7,3,2,13,6,644,1,1,8.2,3,3,2,1,2,0
11,0.8,0,3,11,4,351,1,0,3.3,8,0,1,0,0,0
14,0.2,3,2,12,9,369,1,1,7.8,7,1,1,1,0,1
16,0.4,4,2,12,3,380,1,1,8.0,5,3,3,1,1,1
13,5.3,4,2,16,7,618,1,1,6.7,0,2,2,1,7,1
11,2.5,3,0,10,3,580,1,0,7.6,2,3,1,2,2,1
12,1.8,3,0,11,7,567,1,0,4.8,4,3,2,1,1,1
18,0.6,1,3,14,4,469,1,0,6.3,6,5,3,1,0,0
11,1.2,1,2,12,2,339,1,1,7.4,3,3,2,2,0,1
10,0.2,4,2,8,6,530,1,1,9.5,2,2,2,2,1,0
19,4.0,2,2,16,8,531,0,1,8.9,2,6,4,3,0,1
16,1.1,5,2,4,4,478,1,1,7.7,5,4,3,2,1,0
12,1.8,1,2,7,8,480,1,1,9.3,3,3,2,2,1,1
9,0.4,2,3,12,4,341,0,1,5.2,0,1,1,5,1,1
12,0.5,1,2,8,4,562,1,1,8.5,4,2,1,1,0,0
16,3.0,3,2,18,6,580,1,1,7.4,3,5,4,1,1,0
14,2.5,1,2,13,4,497,1,0,5.9,0,1,3,2,6,0
15,0.8,4,3,13,2,392,1,1,5.8,1,3,2,5,1,1
11,1.3,1,2,11,6,491,1,1,9.4,4,2,1,2,1,0
14,0.2,3,2,7,2,398,1,1,6.4,1,1,2,1,6,0
14,2.0,3,2,15,4,481,1,1,7.8,1,3,2,6,0,1
17,0.9,2,2,20,5,549,1,1,7.8,6,5,2,2,1,0
10,0.5,0,3,13,2,447,0,1,6.7,5,2,2,0,0,0
12,0.6,3,2,12,4,588,1,0,9.5,0,2,2,5,1,1
17,0.3,3,3,17,7,607,1,1,8.1,3,5,3,2,1,1
13,1.6,2,1,11,0,454,1,1,4.4,4,2,2,2,2,1
19,2.0,0,2,15,3,506,1,1,8.3,5,5,3,1,1,1
12,1.6,4,2,17,4,350,1,1,4.9,4,2,1,1,2,1
14,1.8,1,3,12,4,506,1,1,7.3,1,5,2,1,1,0
11,0.6,1,2,9,5,266,1,1,7.4,0,2,2,1,5,1
19,0.3,4,2,15,1,342,1,0,6.0,6,4,3,1,1,1
15,4.1,2,2,17,8,544,0,1,9.6,1,7,2,3,0,1
11,1.3,2,1,15,6,548,1,1,7.4,3,2,2,1,1,1
12,0.1,4,0,11,4,511,1,1,6.4,5,1,1,1,0,1
13,2.6,3,2,18,2,450,1,1,8.8,3,3,1,2,1,1
14,4.8,6,3,12,6,511,1,1,4.6,0,1,2,2,7,1
15,0.0,6,2,11,4,483,1,0,6.6,3,4,3,1,1,1
9,2.5,6,2,7,6,473,1,1,6.8,5,2,1,0,0,0
15,2.3,3,3,8,6,507,1,1,7.0,2,7,2,1,1,0
16,0.7,3,3,15,4,496,1,0,9.3,1,2,4,2,5,0
10,4.5,2,2,10,7,552,0,1,8.6,4,1,1,0,0,0
13,2.1,4,2,10,1,434,1,1,6.1,2,3,2,1,2,0
11,3.3,4,2,16,5,547,1,1,8.6,4,2,1,1,2,0
13,2.3,2,2,7,6,549,1,1,6.3,4,3,2,2,1,1
14,0.1,3,2,13,4,362,1,1,7.8,3,2,2,2,1,0
10,2.0,2,1,7,5,603,1,1,6.7,5,1,1,0,0,1
17,6.4,3,2,10,6,717,0,1,5.7,6,4,2,2,1,1
13,3.3,2,3,18,3,559,1,1,8.9,3,5,3,1,0,1
12,5.7,6,3,15,11,715,1,0,7.3,5,3,2,1,0,1
17,0.6,3,2,15,5,481,1,0,9.8,1,2,4,2,6,1
11,0.7,2,1,10,3,464,1,1,9.2,2,3,1,2,1,0
15,0.4,3,0,17,3,429,1,0,6.1,5,5,2,2,0,0
16,2.2,1,2,12,2,420,1,1,6.3,5,4,3,1,1,0
14,6.7,2,2,13,9,584,1,1,5.4,4,2,2,2,2,0
13,5.3,4,3,14,6,605,0,1,7.7,0,3,1,6,0,1
16,0.1,2,2,13,8,617,1,0,8.1,5,3,3,2,1,0
12,0.5,3,1,12,4,344,1,1,7.4,5,3,2,1,0,0
17,4.5,1,0,14,9,565,1,1,4.4,3,6,4,1,1,1
15,2.6,4,2,14,6,582,1,1,4.9,1,3,1,6,1,0
10,0.8,2,1,14,1,509,1,1,4.8,0,1,1,4,0,0
11,1.6,3,1,4,9,445,1,1,8.3,3,2,2,1,1,0
14,1.5,3,4,16,5,635,1,1,8.1,4,3,1,1,2,1
15,5.1,0,3,11,5,478,0,1,9.1,0,1,2,2,7,1
12,10.7,6,2,6,13,761,1,1,7.7,3,4,2,1,1,1
15,4.7,5,3,12,6,438,1,1,6.8,4,5,3,2,0,1
14,2.6,4,3,15,7,501,1,0,9.8,3,2,2,2,2,1
15,0.8,0,1,15,3,461,1,1,7.1,8,1,2,1,0,0
10,10.6,3,0,6,13,634,1,1,6.3,4,2,1,1,1,0
14,3.0,6,4,10,5,491,1,0,6.9,1,2,2,1,4,0
12,0.8,2,2,16,7,496,1,0,4.2,2,2,1,1,2,0
14,0.8,0,2,10,8,436,1,1,6.5,7,2,2,1,0,1
12,0.8,2,1,14,1,417,0,1,4.1,2,3,2,2,1,0
9,0.3,3,1,7,8,433,1,0,7.7,4,0,2,1,0,1
17,12.4,4,2,16,14,605,1,1,8.9,5,4,2,2,0,1
14,2.0,6,1,16,5,542,1,1,6.5,2,6,2,2,1,1
7,0.1,1,1,17,6,493,1,1,6.4,4,1,1,0,0,0
14,5.0,5,0,13,5,475,1,0,7.9,4,5,3,1,0,1
16,2.8,3,2,8,5,670,1,0,7.5,4,5,3,2,1,1
14,1.2,1,2,10,3,473,1,1,6.6,0,1,3,2,4,0
13,0.2,1,2,9,2,510,1,0,9.1,3,3,2,2,1,0
14,0.4,2,2,16,2,454,0,1,9.9,2,3,2,1,2,1
12,1.7,3,3,15,7,598,1,1,4.3,3,3,3,1,1,0
14,1.0,1,1,10,5,508,1,0,8.4,5,3,2,1,0,0
15,0.8,0,2,17,3,386,1,1,4.5,1,1,2,2,8,1
13,0.1,4,3,14,1,379,1,1,7.9,9,0,2,0,0,1
14,0.2,1,2,20,5,504,1,0,8.8,4,2,2,1,1,0
11,5.8,5,1,20,5,621,1,1,9.3,4,2,1,1,1,1
13,0.2,2,2,13,6,412,1,1,6.4,8,0,1,1,0,1
12,0.4,1,2,13,2,457,0,1,4.5,0,3,1,5,1,0
15,2.5,7,2,13,7,563,1,1,6.9,6,5,2,1,0,1
9,1.9,4,4,12,4,386,1,1,5.6,7,0,1,0,0,0
11,3.0,4,3,17,6,331,1,1,6.9,3,3,3,1,0,0
15,2.2,5,2,17,0,475,1,1,7.0,3,3,2,1,2,1
16,4.4,3,3,15,8,424,1,0,3.0,3,5,2,2,1,1
10,1.3,1,2,15,5,319,1,1,5.3,3,2,1,1,2,0
18,2.7,2,2,11,6,454,0,1,6.9,3,5,3,2,1,0
14,1.3,3,1,12,4,446,1,1,8.9,0,2,3,1,6,1
13,1.5,4,2,10,4,505,1,1,6.2,9,0,2,0,0,1
13,0.7,4,1,10,3,473,1,1,3.9,9,1,1,0,0,0
13,0.5,3,3,15,2,439,0,0,7.2,4,3,1,2,1,0
14,0.3,1,2,15,6,421,0,1,7.3,1,5,2,2,0,1
12,2.6,5,3,9,4,498,1,1,8.5,1,4,2,3,1,1
17,0.6,2,3,14,7,357,1,0,8.2,0,1,3,1,8,1
10,1.8,3,2,15,4,509,0,0,4.8,2,3,1,1,2,1
12,0.9,4,1,16,5,304,1,1,8.4,0,1,3,2,5,0
15,1.6,5,2,20,5,388,1,0,5.3,1,1,3,2,7,0
16,1.4,2,2,11,1,422,0,1,7.4,4,4,2,1,1,1
14,1.6,1,2,7,6,577,1,1,8.2,4,3,2,2,2,1
15,0.6,1,3,13,3,497,1,1,7.7,8,1,2,0,0,0
14,1.1,5,2,14,5,580,1,1,8.2,3,2,2,1,2,1
13,1.0,0,2,8,5,603,1,1,2.9,2,2,2,2,1,1
10,1.5,3,2,13,5,450,1,1,6.2,0,1,2,1,4,1
11,1.7,2,2,12,5,269,1,1,5.1,2,3,2,1,1,1
13,0.0,1,2,14,5,393,1,1,5.2,2,2,2,2,1,1
16,0.3,2,1,16,5,309,1,1,8.3,9,1,1,1,0,0
11,8.4,7,2,10,9,750,1,0,6.9,2,2,1,1,1,1
18,3.5,2,2,11,7,642,1,1,4.0,1,1,4,2,8,1
18,10.6,8,2,20,13,616,1,1,2.7,2,5,4,3,1,1
20,1.0,1,2,19,9,630,1,1,8.0,6,5,2,2,1,0
18,0.6,4,1,16,2,443,1,1,7.7,2,6,4,2,0,0
15,1.5,3,2,13,8,518,1,1,7.0,1,2,2,6,0,1
11,3.4,1,2,8,6,444,1,1,7.3,2,2,1,1,2,1
15,6.0,5,0,15,4,752,1,1,6.0,6,3,2,1,1,1
12,3.8,2,2,11,2,415,1,1,8.0,3,4,2,1,1,1
16,0.4,0,2,13,0,355,1,1,8.6,0,1,3,2,8,0
11,2.6,2,2,13,6,470,0,1,7.1,0,3,1,6,0,0
13,0.5,1,3,10,2,353,0,1,6.4,8,1,1,0,0,0
12,0.3,4,3,6,3,545,1,1,9.6,3,3,1,1,1,0
10,0.2,4,3,11,3,419,1,1,7.0,2,2,1,2,1,0
13,2.6,0,2,11,5,425,1,1,8.5,4,3,2,2,0,1
15,2.4,2,0,13,6,444,1,1,7.0,3,3,3,2,0,1
13,0.2,4,2,16,4,448,1,1,9.1,8,0,2,0,0,1
19,2.4,2,4,11,6,308,1,0,5.2,6,3,3,2,1,1
9,6.3,6,0,14,8,595,1,1,7.4,6,0,2,0,0,1
13,1.0,3,3,11,3,424,1,1,7.5,3,3,2,1,1,0
12,1.6,5,2,15,6,410,1,1,7.2,1,1,1,7,1,1
12,0.4,2,3,15,3,454,1,0,3.9,1,1,2,4,1,0
14,1.3,3,4,11,5,346,1,1,7.6,4,2,1,2,1,0
13,4.5,7,2,10,5,662,1,1,6.4,1,1,3,1,5,0
12,4.8,2,2,9,5,722,1,1,8.1,2,3,2,1,1,0
17,4.4,3,2,15,4,522,1,1,5.5,6,5,2,1,1,0
16,1.6,1,2,13,6,543,1,1,8.4,0,1,3,2,7,0
9,1.5,3,0,13,5,491,1,0,4.8,7,0,1,0,0,0
11,2.3,2,2,12,5,494,1,1,6.8,7,0,2,1,0,1
18,1.2,2,2,16,3,479,0,1,8.9,1,2,2,2,7,1
19,0.8,2,3,12,0,400,1,1,6.8,3,7,4,3,0,1
9,8.9,1,3,6,6,546,1,1,8.9,5,0,1,1,0,0
14,0.1,3,1,12,2,486,1,0,6.6,4,3,1,2,2,0
12,1.6,2,2,15,6,465,1,0,9.2,4,2,2,1,1,0
17,1.4,2,2,7,2,438,1,1,4.4,3,7,2,2,1,0
13,0.5,3,3,13,6,334,1,1,3.1,3,3,2,2,1,1
17,15.0,5,2,17,14,840,1,1,8.7,6,3,2,2,0,1
12,0.6,2,1,9,2,514,1,1,7.8,5,2,1,1,0,0
12,6.9,6,2,8,6,706,1,1,7.6,0,1,2,7,1,0
17,1.2,1,3,17,4,529,1,1,7.1,4,4,3,1,1,0
16,4.7,2,3,11,6,665,1,1,4.4,9,2,1,0,0,1
16,1.5,1,3,9,4,424,1,1,6.0,2,7,4,2,0,1
14,1.7,0,2,15,5,468,1,0,7.9,4,4,3,1,1,1
14,4.8,4,2,16,10,500,1,1,7.0,8,2,1,1,0,1
12,0.4,3,2,8,3,340,1,1,7.5,7,2,1,0,0,1
15,5.6,3,0,13,10,672,0,1,8.2,3,4,2,1,1,1
12,7.0,5,3,10,6,739,1,1,6.7,1,5,4,1,0,1
14,0.7,1,2,15,3,408,0,1,5.7,1,5,4,1,0,0
17,4.7,1,3,13,7,552,1,0,7.1,5,4,2,2,0,1
13,3.8,2,4,7,3,572,1,1,4.3,8,0,1,0,0,1
16,4.0,5,2,13,7,615,1,1,6.9,2,7,3,2,1,1
16,2.2,4,4,12,4,633,1,0,7.4,6,4,2,1,0,1
13,4.4,2,0,16,13,499,1,1,4.8,6,0,2,1,0,1
13,7.2,4,4,13,9,651,1,1,9.4,0,1,2,1,6,1
14,0.4,2,2,10,7,383,0,0,9.3,3,3,1,1,2,1
14,2.0,2,3,16,2,566,1,1,9.6,2,3,1,2,2,1
15,2.5,1,3,9,5,548,0,1,6.0,6,4,2,1,0,0
14,2.2,1,1,18,9,476,0,1,6.2,9,1,1,0,0,1
17,0.9,1,2,12,2,601,1,1,8.9,2,6,3,3,0,0
15,1.0,1,3,20,1,415,1,1,7.0,6,3,2,2,0,1
12,4.8,1,2,15,5,720,1,1,8.3,2,2,1,2,2,0
14,1.8,2,2,12,8,456,1,1,8.0,4,3,2,2,1,1
11,4.1,2,2,14,5,491,1,1,8.1,4,2,2,1,0,1
18,0.9,0,4,11,6,604,1,1,7.2,2,7,3,2,0,1
18,1.0,1,3,13,2,506,1,0,7.9,3,6,3,1,1,0
11,2.7,6,1,12,3,454,0,1,8.6,3,4,2,1,0,0
15,1.0,1,3,15,3,436,1,0,7.0,1,1,4,2,4,0
16,0.5,4,2,14,5,315,1,1,5.5,1,1,4,1,5,1
17,2.7,4,2,12,6,513,1,1,7.6,5,5,2,2,0,1
16,0.6,5,1,13,4,441,1,1,8.4,3,4,3,2,1,1
18,4.2,6,2,14,7,598,1,1,6.2,6,5,2,2,0,1
15,2.4,1,2,14,7,539,1,1,8.8,3,7,2,1,0,1
14,2.4,0,1,16,5,505,0,1,3.9,4,3,3,1,0,0
14,3.3,4,3,13,8,481,1,1,8.3,2,5,4,1,0,1
16,5.2,3,0,14,7,569,1,1,3.3,0,1,4,2,6,1
12,0.0,4,2,14,3,400,1,1,8.2,4,2,2,1,1,0
15,12.7,4,1,14,15,757,1,1,7.7,8,1,2,0,0,1
15,0.3,4,2,15,2,432,0,1,7.7,3,3,2,1,2,0
10,0.1,2,0,11,4,619,0,0,6.8,1,4,2,1,0,0
12,3.4,1,1,8,7,466,1,1,7.8,3,3,3,1,1,1
16,0.1,1,2,14,7,499,1,1,5.7,5,5,2,1,0,1
13,6.6,4,2,11,8,549,1,1,3.0,1,6,3,1,0,0
15,0.4,1,2,13,6,374,1,1,7.9,6,3,2,2,0,1
17,1.6,3,2,17,4,425,1,0,6.5,6,5,2,1,1,0
11,4.3,5,2,17,6,550,0,1,3.5,5,0,1,1,0,1
15,2.5,1,3,11,3,439,1,0,5.8,5,4,3,1,1,0
10,3.1,2,3,10,9,549,1,1,8.5,7,0,1,1,0,0
10,1.3,4,2,17,3,460,1,0,7.8,1,2,2,4,0,0
14,0.9,2,2,11,6,405,1,1,5.7,3,5,3,1,0,1
12,0.0,2,3,11,2,359,1,1,7.9,3,2,2,1,1,1
17,1.4,3,2,14,7,649,1,1,5.8,3,5,3,2,0,1
14,8.3,5,3,12,10,546,1,1,8.5,4,3,2,1,0,1
12,0.5,2,2,12,10,561,1,1,7.0,1,1,2,1,4,0
13,2.2,1,3,15,2,557,1,1,9.5,0,3,2,4,0,0
20,2.5,4,3,13,4,538,1,1,5.5,6,5,3,1,1,0
18,1.2,2,1,17,3,469,1,1,6.9,3,6,4,1,0,0
11,5.0,6,2,7,8,529,1,1,6.3,4,1,2,0,0,1
14,0.5,2,2,11,1,589,1,1,6.5,2,4,4,3,0,0
18,2.0,1,2,13,6,578,1,1,6.0,1,2,4,1,8,1
16,0.5,1,3,16,3,495,1,1,6.9,3,7,2,1,1,1
14,0.2,1,3,17,3,318,1,1,6.8,0,2,2,2,7,0
11,2.3,5,3,11,2,506,1,1,8.4,3,3,1,2,1,1
16,0.7,3,3,19,1,324,1,1,9.6,0,3,2,6,1,1
15,0.4,0,0,17,8,620,1,1,8.7,4,3,2,2,1,0
18,0.2,6,1,15,7,318,1,1,8.8,5,4,2,2,1,1
15,2.0,0,0,15,6,473,1,1,7.8,1,7,3,1,0,1
15,0.8,2,2,12,3,417,0,1,3.6,1,5,4,1,1,0
10,0.3,2,2,11,7,525,1,0,3.8,4,2,1,1,0,0
16,0.2,1,2,17,7,428,1,0,7.9,0,2,2,2,6,1
17,0.6,3,2,14,2,402,1,1,6.9,6,4,3,2,1,1
17,4.4,2,2,14,6,567,1,1,8.2,0,2,3,2,7,1
17,0.7,4,2,22,5,577,0,1,9.8,5,3,3,2,0,1
14,3.1,1,1,14,5,426,1,0,7.8,3,3,2,2,1,1
18,0.8,4,2,22,6,549,1,1,7.7,1,1,4,2,8,1
13,0.2,2,3,13,7,348,1,1,8.5,4,3,2,1,2,1
17,0.3,2,2,13,2,545,1,1,9.9,5,3,3,2,1,1
14,0.8,6,3,12,2,430,1,1,6.7,4,3,3,1,1,0
11,0.0,1,3,16,2,542,1,1,5.8,3,2,2,1,1,1
20,2.6,5,3,12,7,438,1,1,7.5,5,5,3,2,1,0
10,7.3,4,2,7,9,765,1,1,6.4,8,0,1,0,0,0
18,1.6,5,2,18,4,392,1,1,8.4,6,3,2,2,1,1
11,4.3,2,1,10,8,641,1,1,4.0,0,2,2,6,0,1
12,3.3,2,3,12,2,423,1,0,8.0,0,2,1,7,1,1
17,6.2,3,2,17,9,652,0,1,4.1,5,5,3,1,0,1
14,5.8,6,0,15,11,697,1,1,8.4,0,1,2,1,8,1
15,1.6,3,3,9,5,453,1,1,8.7,1,2,1,7,1,0
14,1.6,4,3,12,5,454,0,0,8.8,5,3,2,1,1,1
17,5.9,3,2,14,3,711,1,0,8.0,1,2,4,1,6,0
15,2.0,2,2,15,4,509,1,1,9.1,0,2,1,7,1,1
11,4.9,2,2,14,7,495,1,1,7.3,3,4,2,1,0,1
14,0.0,2,2,13,1,476,1,1,7.9,4,3,1,1,1,1
13,3.4,2,3,15,9,539,1,1,8.8,4,3,3,1,1,1
13,2.9,5,1,14,6,592,1,0,4.5,0,1,3,1,4,1
12,3.5,2,3,14,6,528,1,1,7.3,1,4,3,1,1,1
14,1.1,4,1,16,4,507,1,1,3.1,6,3,2,1,1,1
17,1.0,4,3,17,7,344,0,1,6.5,4,4,3,2,0,1
13,2.1,0,2,7,5,486,1,0,6.4,1,1,2,5,0,0
17,1.0,3,2,13,1,387,1,1,8.7,6,5,2,1,1,1
12,0.9,0,2,5,3,439,1,1,3.1,1,7,2,1,0,0
10,1.3,0,2,9,6,408,1,1,7.0,6,2,1,0,0,0
14,1.0,1,2,12,3,504,1,1,7.7,6,2,1,1,0,0
17,1.7,2,2,16,11,641,1,1,7.2,3,6,3,1,0,1
14,1.9,5,3,10,8,452,1,1,8.6,4,3,3,2,0,1
14,0.9,3,3,15,5,408,1,1,4.5,5,3,2,2,0,1
18,2.6,3,2,18,5,436,1,1,8.4,0,1,4,2,7,1
10,2.1,0,2,12,7,663,1,1,8.4,5,0,1,1,0,0
13,1.2,3,2,14,4,529,1,1,5.6,1,1,3,1,5,1
15,1.2,5,2,8,8,686,1,1,2.1,4,3,2,2,2,1
16,1.6,4,3,17,3,452,1,0,8.9,0,3,1,7,1,1
13,0.3,1,3,11,0,485,1,1,8.1,1,6,3,2,0,0
18,0.8,5,3,17,4,489,1,1,9.6,1,2,3,1,7,1
11,1.5,4,3,11,4,455,1,1,6.9,3,3,1,1,2,0
16,3.4,5,2,12,7,554,1,1,7.8,1,1,2,2,6,1
15,2.4,1,2,17,4,476,1,1,5.1,1,1,3,2,7,0
14,6.7,2,2,14,9,645,1,1,8.6,1,1,3,1,6,1
16,5.4,1,0,12,7,396,1,1,8.5,1,7,4,1,0,1
14,4.0,4,2,10,10,428,0,1,8.4,1,3,1,5,1,1
11,0.5,3,2,13,5,426,1,1,8.7,3,3,3,1,0,1
15,1.7,2,2,13,2,606,1,1,7.7,1,5,3,1,1,1
14,2.9,4,3,17,10,499,1,0,6.9,7,2,2,0,0,1
15,4.4,2,2,15,7,526,1,0,6.4,1,6,4,2,1,1
13,2.6,3,4,9,4,510,1,1,8.7,0,2,2,2,5,0
13,0.1,0,3,8,3,405,1,1,8.1,0,1,2,2,6,1
17,0.2,0,2,13,5,412,1,1,7.5,0,1,3,1,8,0
15,0.6,2,2,13,4,515,1,1,4.3,6,4,2,2,0,0
15,0.9,6,2,14,5,377,1,1,7.2,3,2,2,2,2,1
9,0.5,5,2,11,3,508,0,0,8.7,4,1,2,0,0,0
13,3.7,3,1,10,7,486,1,1,6.0,3,4,2,2,1,1
14,0.7,0,2,13,6,420,1,1,6.9,0,2,2,1,7,1
15,1.7,1,3,12,8,604,1,1,7.8,4,2,2,1,2,1
11,0.9,1,2,12,4,578,1,1,4.5,6,0,2,0,0,1
19,1.9,4,3,18,2,561,0,1,8.8,6,5,3,1,1,1
13,0.1,3,2,10,4,516,1,1,3.3,4,5,2,1,0,1
15,5.9,7,2,15,9,731,0,1,7.0,1,6,2,3,1,0
11,1.7,2,2,8,10,455,1,0,7.8,3,2,1,2,1,0
13,2.5,2,1,10,7,547,0,1,8.0,5,3,2,2,0,0
14,5.9,4,2,17,6,617,1,1,9.7,3,3,1,2,1,1
11,2.8,1,1,7,8,671,1,0,9.6,3,2,2,1,1,1
14,3.7,2,2,13,2,482,1,1,8.3,7,2,2,1,0,0
16,1.6,5,4,17,7,488,1,1,7.4,0,2,2,7,1,1
13,0.5,1,2,16,5,362,1,1,6.7,1,1,2,5,1,1
17,0.4,3,3,15,2,562,1,1,7.6,5,5,3,1,1,0
20,2.2,1,2,10,3,379,1,1,5.7,3,6,4,3,0,1
14,0.2,1,3,12,2,466,1,1,6.9,3,4,3,1,0,0
17,7.0,5,2,16,9,553,1,1,4.9,6,3,3,2,0,1
11,0.8,3,2,11,4,557,1,1,7.6,2,3,1,1,1,0
12,1.6,6,3,17,3,442,1,1,6.1,0,1,2,1,7,0
16,0.6,3,3,18,5,468,0,1,5.6,0,1,3,2,8,1
14,2.8,5,2,9,6,662,0,1,8.8,3,3,2,2,1,0
14,1.7,1,2,12,4,585,1,1,4.9,4,2,2,2,1,0
16,0.9,1,1,10,4,491,1,1,7.8,4,5,3,2,0,0
14,0.3,0,3,12,2,462,0,1,8.3,1,1,4,1,6,0
14,1.0,5,2,14,2,515,0,0,6.6,8,1,2,0,0,0
17,2.5,5,2,13,5,478,1,0,9.7,2,7,4,2,0,1
15,2.5,5,2,11,6,570,1,1,8.3,4,5,2,1,1,1
15,10.0,5,2,14,9,749,1,1,6.3,2,3,2,2,2,1
12,0.1,3,2,9,3,432,1,1,9.2,4,2,1,2,1,0
14,0.0,1,2,13,6,457,1,1,7.5,3,4,4,1,0,0
18,2.2,1,2,11,4,476,1,0,6.5,1,2,4,2,6,0
12,0.4,0,3,14,2,490,1,1,8.2,0,1,2,5,0,0
13,0.4,4,2,19,0,475,1,0,9.6,8,1,1,1,0,1
13,1.4,0,1,15,3,524,1,1,7.5,5,4,2,1,0,0
13,0.4,4,2,2,2,466,1,1,9.7,0,3,1,5,1,0
13,0.7,3,2,12,3,429,1,1,6.3,4,3,1,2,2,0
20,1.2,2,3,15,2,565,1,1,4.5,1,2,4,2,8,1
13,0.1,2,1,15,4,551,1,1,9.0,7,1,1,1,0,0
16,0.7,3,2,11,2,549,0,0,6.6,3,5,4,3,0,1
16,0.1,6,3,16,1,503,1,1,4.3,4,4,3,2,0,0
11,0.2,2,2,12,0,481,1,0,8.3,2,2,2,2,1,0
14,0.2,2,1,16,4,457,1,1,6.6,3,5,3,1,0,0
11,1.2,4,3,5,5,451,1,0,6.1,1,4,4,1,0,0
14,0.5,4,2,15,4,509,1,0,6.2,3,4,2,1,1,1
16,2.8,1,3,12,9,449,1,1,7.7,2,6,2,3,1,0
13,0.9,0,2,15,8,415,1,1,6.5,0,1,3,1,5,1
15,2.8,5,2,14,8,504,0,1,8.2,9,0,1,1,0,1
16,0.9,3,3,13,0,577,1,0,8.5,2,7,2,2,0,0
14,1.4,1,4,15,6,436,1,0,3.2,2,6,2,1,1,1
19,0.3,3,2,13,0,519,1,0,9.4,0,2,3,2,8,0
18,1.5,0,3,16,0,430,1,1,7.4,3,4,4,3,0,0
15,4.3,3,3,16,8,707,1,1,9.3,3,4,4,1,1,1
17,1.7,2,2,16,5,485,1,1,6.1,3,7,2,2,0,1
11,2.3,2,3,11,6,520,1,1,6.7,0,1,2,1,6,1
15,1.7,1,0,13,4,464,1,0,8.2,3,4,2,3,0,0
18,5.8,5,3,14,8,593,1,1,8.9,1,2,4,1,6,0
16,0.5,2,2,14,4,574,1,1,8.4,5,4,3,2,0,0
12,5.3,2,3,15,8,669,1,1,8.8,0,3,2,5,1,1
15,3.1,3,2,15,1,480,1,1,9.1,3,4,2,2,0,0
12,0.8,4,2,7,4,557,1,0,6.8,2,3,1,1,2,0
14,2.3,3,2,11,5,521,1,0,7.4,6,2,1,1,0,1
9,5.6,6,3,12,7,510,0,1,6.3,2,2,2,1,1,0
14,1.7,5,2,15,5,511,0,1,6.8,1,2,1,7,1,0
11,3.2,4,2,15,7,578,1,1,6.3,2,3,2,2,1,1
13,0.2,2,2,8,4,526,1,1,8.4,1,1,3,1,5,1
13,6.9,3,2,15,8,772,1,1,7.5,0,2,3,1,5,1
18,0.7,7,2,14,5,482,1,1,9.3,1,7,4,3,1,0
14,0.1,1,2,14,5,470,1,1,5.8,2,5,2,2,1,0
13,0.9,3,2,13,2,496,1,1,5.0,1,6,3,1,1,1
10,4.3,4,1,15,7,570,1,1,4.6,2,2,1,1,2,1
16,8.0,5,2,15,10,704,1,1,3.9,5,5,3,1,1,1
15,1.7,0,3,17,4,686,1,0,7.5,2,7,2,2,0,0
18,0.9,5,2,18,5,555,1,1,3.0,4,4,3,2,1,1
11,0.0,4,2,9,2,492,1,0,4.7,8,0,1,1,0,0
12,0.6,7,2,17,2,418,1,1,6.7,0,2,2,4,1,0
18,0.5,0,1,13,6,412,1,1,6.7,5,5,3,1,0,0
12,4.7,2,0,15,5,636,1,1,8.6,5,2,2,0,0,1
13,1.3,2,0,11,5,626,1,1,4.1,8,0,1,0,0,1
14,0.0,2,3,11,4,397,1,1,7.3,0,2,3,1,7,0
14,0.1,1,2,8,2,510,1,0,5.5,4,4,2,1,0,0
15,8.8,4,2,13,8,705,1,1,8.5,1,6,3,1,0,1
12,1.4,1,3,10,11,347,1,1,2.9,1,2,1,4,0,0
14,2.1,2,2,20,5,597,1,1,8.3,9,1,2,0,0,1
12,0.3,5,4,14,5,384,0,0,4.9,1,4,2,2,1,1
14,0.9,0,2,17,3,458,1,1,4.9,5,3,2,1,0,1
10,0.7,5,2,12,5,408,1,0,7.6,4,1,1,0,0,0
14,1.0,0,0,18,6,565,1,1,9.7,1,2,3,1,6,1
18,2.7,8,2,14,5,632,1,1,3.0,3,7,4,1,1,0
14,0.7,2,2,12,1,385,1,0,9.4,2,5,3,2,1,0
11,0.3,2,3,12,4,349,1,1,5.8,3,2,2,2,1,0
17,0.1,0,1,16,4,529,1,1,5.2,6,4,3,2,0,1
13,1.0,1,2,19,5,490,1,0,6.3,1,6,2,1,0,1
14,0.2,4,0,14,3,468,1,1,8.1,8,2,1,1,0,1
